

1	ACh	Ach	ITJ	ach	_	NK	0
2	jenige	jenige	PIS	jenige	nom|sg|masc	SB	11
3	/	/	$,	/	_	--	2
4	den	den	PRELS	d	acc|sg|masc	OA	6
5	ihr	ihr	PPER	Ihr	dat|sg|fem|3	DA	6
6	liebt	liebt	VVFIN	lieben	sg|3|pres|ind	RC	2
7	/	/	$,	/	_	--	6
8	Jungfer	Jungfer	NN	Jungfer	*|*|*|pos	NK	9
9	Nachbarin	Nachbarin	NN	Nachbarin	_	OA	6
10	/	/	$,	/	_	--	9
11	traͤgt	trägt	VVFIN	tragen	sg|3|pres|ind	--	0
12	/	/	$,	/	_	--	11
13	wie	wie	KOUS	wie	_	MO	15
14	man	man	PIS	man	nom|sg|*	SB	15
15	sagt	sagt	VVFIN	sagen	sg|3|pres|ind	MO	11
16	/	/	$,	/	_	--	15
17	eine	eine	ART	ein	acc|sg|fem	NK	18
18	Inclination	Inclination	NN	Inclination	acc|sg|fem	OA	11
19	zu	zu	APPR	zu	_	MNR	18
20	meiner	meiner	PPOSAT	mein	dat|sg|fem	NK	21
21	Tochter	Tochter	NN	Tochter	dat|sg|fem	NK	19
22	/	/	$,	/	_	--	21
23	deßwegen	deswegen	PAV	deswegen	_	MO	24
24	moͤchtet	möchtet	VMFIN	mögen	sg|3|pres|ind	CJ	11
25	ihr	ihr	PPER	Ihr	dat|sg|fem|3	DA	27
26	gern	gern	ADV	gern	_	MO	24
27	sehen	sehen	VVINF	sehen	_	OC	24
28	/	/	$,	/	_	--	27
29	daß	daß	KOUS	daß	_	CP	34
30	sie	sie	PPER	Sie	nom|sg|fem|3	SB	34
31	eines	eines	ART	ein	gen|sg|masc	NK	33
32	andern	anderen	ADJA	ander	acc|sg|masc|pos	NK	33
33	Frau	Frau	NN	Frau	gen|sg|fem	PD	34
34	wuͤrde	würde	VAFIN	werden	sg|3|past|subj	RE	23
35	.	.	SENT	.	_	--	34

1	Und	Und	KON	und	_	JU	4
2	was	was	PWS	was	nom|sg|neut	SB	4
3	euch	euch	PPER	ihr	dat|pl|*|2	DA	4
4	belangt	belangt	VVPP	belangen	sg|3|pres|ind	RE	9
5	mein	mein	PPOSAT	mein	acc|sg|neut	NK	7
6	liebes	liebes	NA	Liebe	acc|sg|neut|pos	NK	7
7	Baͤßgen	Bäßgen	NN	Bäßgen	acc|sg|neut	OA	4
8	/	/	$,	/	_	--	7
9	so	so	ADV	so	_	MO	10
10	weiß	weiß	VVFIN	wissen	sg|3|pres|ind	--	0
11	man	man	PIS	man	nom|sg|*	SB	10
12	wol	wohl	ADV	wohl	_	MO	10
13	/	/	$,	/	_	--	12
14	daß	daß	KOUS	daß	_	CP	18
15	ich	ich	PPER	ich	nom|sg|masc|1	SB	18
16	nicht	nicht	PTKNEG	nicht	_	NG	18
17	gesinnt	gesinnt	ADJD	gesinnet	pos	PD	18
18	bin	bin	VAFIN	sein	sg|1|pres|ind	OC	10
19	/	/	$,	/	_	--	18
20	meine	meine	PPOSAT	mein	acc|sg|fem	NK	21
21	Tochter	Tochter	NN	Tochter	acc|sg|fem	OA	23
22	zu	zu	PTKZU	zu	_	PM	23
23	verheuraten	verheuraten	VVINF	verheuraten	_	OC	17
24	/	/	$,	/	_	--	23
25	es	es	PPER	es	nom|sg|neut|3	SB	26
26	sey	sei	VAFIN	sein	sg|3|pres|subj	RE	9
27	mit	mit	APPR	mit	_	MO	26
28	wem	wem	PWS	wer	dat|sg|masc	NK	27
29	es	es	PPER	es	nom|sg|neut|3	SB	30
30	wolle	wolle	ADV	wohl	sg|3|pres|subj	MO	26
31	/	/	$,	/	_	--	30
32	und	und	KON	und	_	CD	26
33	ich	ich	PPER	ich	nom|sg|*|1	SB	34
34	habe	habe	VAFIN	haben	sg|1|pres|ind	CJ	32
35	meine	meine	PPOSAT	mein	acc|pl|neut	NK	36
36	Ursachen	Ursachen	NN	Ursache	acc|pl|fem	OA	34
37	deßwegen	deswegen	PAV	deswegen	_	MO	34
38	.	.	SENT	.	_	--	37

1	Aber	Aber	KON	aber	_	JU	18
2	der	der	ART	d	nom|sg|masc	NK	3
3	Rath	Rat	NN	Rat	nom|sg|masc	SB	18
4	/	/	$,	/	_	--	3
5	den	den	PRELS	d	acc|sg|masc	OA	8
6	ihr	ihr	PPER	Ihr	dat|sg|fem|3	DA	26
7	mir	mir	PPER	ich	dat|sg|*|1	DA	16
8	gebt	gebt	VVFIN	geben	pl|2|pres|ind	RC	3
9	/	/	$,	/	_	--	8
10	daß	daß	KOUS	daß	_	CP	16
11	ich	ich	PPER	ich	nom|sg|*|1	SB	13
12	sie	sie	PPER	Sie	nom|sg|fem|3	OA	16
13	soll	soll	VMFIN	sollen	sg|3|pres|ind	OC	8
14	ins	ins	APPRART	ins	acc|sg|neut	MO	16
15	Closter	Kloster	NN	Kloster	acc|sg|neut	NK	14
16	thun	tun	VVINF	tun	_	OC	13
17	/	/	$,	/	_	--	16
18	kompt	kommt	VVFIN	kommen	sg|3|pres|ind	--	0
19	von	von	APPR	von	_	MO	18
20	einer	einer	ART	ein	dat|sg|fem	NK	21
21	solchen	solchen	PIS	solch	dat|sg|fem	NK	19
22	her	her	PTKVZ	her	_	AC	19
23	/	/	$,	/	_	--	22
24	die	die	PRELS	d	nom|sg|fem	SB	27
25	wol	wohl	ADV	wohl	_	MO	26
26	wuͤnschen	wünschen	VVINF	wünschen	_	OC	27
27	moͤchte	möchte	VMFIN	mögen	sg|3|pres|ind	CJ	13
28	/	/	$,	/	_	--	27
29	mein	mein	PPOSAT	mein	nom|sg|neut	NK	32
30	Universal	Universal	NE	Universal	*|*|*	NK	32
31	-	-	$-	-	_	--	30
32	Erbin	Erbin	NN	Erbin	nom|sg|neut	PD	34
33	zu	zu	PTKZU	zu	_	PM	34
34	seyn	sein	VAINF	sein	_	OC	27
35	.	.	SENT	.	_	--	34

1	Also	Also	ADV	also	_	MO	2
2	ihr	ihr	PPOSAT	ihr	dat|sg|fem|3	DA	3
3	lieben	lieben	ADJA	lieb	pl|3|past|ind	--	0
4	Freunde	Freunde	NN	Freund	nom|pl|masc	SB	3
5	/	/	$,	/	_	--	4
6	ob	ob	KOUS	ob	_	CP	12
7	schon	schon	ADV	schon	_	MO	12
8	euer	euer	PPOSAT	euer	nom|sg|masc|pos	NK	9
9	Rath	Rat	NN	Rat	nom|sg|masc	SB	12
10	gar	gar	ADV	gar	_	MO	11
11	gut	gut	ADJD	gut	pos	PD	12
12	ist	ist	VAFIN	sein	sg|3|pres|ind	OC	3
13	/	/	$,	/	_	--	12
14	werdet	werdet	VAFIN	werden	pl|2|pres|ind	CJ	3
15	ihr	ihr	PPER	Ihr	dat|sg|fem|3	DA	21
16	mir	mir	PPER	ich	dat|sg|*|1	DA	21
17	doch	doch	ADV	doch	_	MO	21
18	nicht	nicht	PTKNEG	nicht	_	NG	21
19	vor	vor	APPR	vor	_	MO	21
20	uͤbel	übel	ADJD	übel	pos	NK	19
21	auffnehmen	aufnehmen	VVINF	aufnehmen	_	OC	14
22	/	/	$,	/	_	--	21
23	daß	daß	KOUS	daß	_	CP	26
24	ich	ich	PPER	ich	nom|sg|*|1	SB	26
25	keinem	keinem	PIAT	kein	dat|sg|neut	DA	26
26	folge	folge	NN	Folge	sg|3|pres|subj	OC	21
27	.	.	SENT	.	_	--	26

1	Das	Das	PDS	d	nom|sg|neut	SB	2
2	seynd	seynd	VAFIN	sein	sg|3|past|ind	--	0
3	nur	nur	ADV	nur	_	MO	5
4	Alamodische	Alamodische	ADJA	Alamodische	nom|pl|masc|pos	NK	5
5	Rathgeber	Ratgeber	NN	Ratgeber	nom|pl|masc	PD	2
6	.	.	SENT	.	_	--	5

1	Sihe	Siehe	VVIMP	sehen	sg|2|imp	SB	4
2	/	/	$,	/	_	--	1
3	da	da	ADV	da	_	MO	1
4	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
5	meine	meine	PPOSAT	mein	nom|sg|fem	NK	6
6	Tochter	Tochter	NN	Tochter	nom|sg|fem	PD	4
7	/	/	$,	/	_	--	6
8	und	und	KON	und	_	CD	4
9	schoͤpfft	schöpft	VVFIN	schöpfen	sg|3|pres|ind	CJ	8
10	frischen	frischen	ADJA	frisch	acc|sg|masc|pos	NK	11
11	Lufft	Luft	NN	Luft	acc|sg|fem	OA	9
12	.	.	SENT	.	_	--	11

1	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	2
2	sihet	sihet	VVFIN	sehen	sg|3|pres|ind	--	0
3	mich	mich	PPER	ich	acc|sg|*|1	OA	2
4	nicht	nicht	PTKNEG	nicht	_	NG	2
5	.	.	SENT	.	_	--	4

1	Sie	Sie	PPER	Sie	nom|sg|fem|3	SB	2
2	seufftzet	seufzet	VVINF	seufzet	sg|3|pres|ind	--	0
3	/	/	$,	/	_	--	2
4	sie	sie	PPER	Sie	nom|sg|fem|3	SB	5
5	hebt	hebt	VVFIN	heben	sg|3|pres|ind	CJ	2
6	die	die	ART	d	acc|pl|neut	NK	7
7	Augen	Augen	NN	Auge	acc|pl|neut	OA	5
8	gen	gen	APPR	gen	_	MO	5
9	Himmel	Himmel	NN	Himmel	acc|sg|masc	NK	8
10	auff	auf	PTKVZ	auf	_	SVP	5
11	.	.	SENT	.	_	--	10

1	Guten	Guten	ADJA	gut	dat|pl|masc|pos	NK	2
2	Morgen	Morgen	NN	Morgen	dat|sg|masc	--	0
3	/	/	$,	/	_	--	2
4	mein	mein	PPOSAT	mein	nom|sg|masc	NK	6
5	liebe	liebe	ADJA	lieb	nom|pl|masc|pos	NK	6
6	Tochter	Tochter	NN	Tochter	dat|sg|fem	APP	2
7	!	!	SENT	!	_	--	6

1	Nun	Nun	ADV	nun	_	MO	2
2	wol	wohl	ADV	wohl	_	--	0
3	/	/	$,	/	_	--	2
4	wie	wie	KOUS	wie	_	CM	5
5	stehts	stets	ADV	stets	_	CC	2
6	?	?	SENT	?	_	--	5

1	Bis	Bis	KOUS	bis	_	CP	7
2	tu	tu	PPER	du	nom|sg|neut|3	SB	7
3	dann	dann	ADV	dann	_	MO	7
4	noch	noch	ADV	noch	_	MO	14
5	allzeit	allzeit	ADV	allzeit	_	MO	7
6	so	so	ADV	so	_	MO	7
7	traurig	traurig	ADJD	traurig	pos	CJ	12
8	und	und	KON	und	_	CD	7
9	melancholisch	melancholisch	ADJD	melancholisch	pos	CJ	8
10	/	/	$,	/	_	--	9
11	und	und	KON	und	_	CD	12
12	wiltu	wiltu	VVFIN	wiltu	sg|3|past|ind	--	0
13	mir	mir	PPER	ich	dat|sg|*|1	DA	12
14	nicht	nicht	PTKNEG	nicht	_	NG	12
15	sagen	sagen	VVINF	sagen	_	OC	12
16	/	/	$,	/	_	--	15
17	wo	wo	PWAVREL	wo	_	MO	20
18	es	es	PPER	es	nom|sg|neut|3	SB	20
19	dir	dir	PPER	du	dat|sg|*|2	DA	20
20	mangelt	mangelt	VVFIN	mangeln	sg|3|pres|ind	OC	15
21	?	?	SENT	?	_	--	20

1	Ach	Ach	ITJ	ach	nom|sg|*	SB	2
2	sage	sage	VVFIN	sagen	sg|3|pres|subj	--	0
3	mir	mir	PPER	ich	dat|sg|*|1	DA	2
4	doch	doch	ADV	doch	_	MO	2
5	dein	dein	PPOSAT	dein	nom|sg|masc	NK	6
6	Hertz	Hertz	NN	Herz	nom|sg|masc	SB	20
7	/	/	$,	/	_	--	6
8	mein	mein	PPOSAT	mein	nom|sg|neut	NK	10
9	liebes	liebes	NA	Liebe	nom|sg|neut|pos	NK	10
10	Kind	Kind	NN	Kind	nom|sg|neut	CJ	6
11	/	/	$,	/	_	--	10
12	sage	sage	VVFIN	sagen	sg|2|imp	CJ	20
13	doch	doch	ADV	doch	_	CD	10
14	deinem	deinem	PPOSAT	dein	dat|sg|masc	NK	15
15	Papah	Papa	NN	Papa	nom|sg|masc	CJ	13
16	/	/	$,	/	_	--	15
17	was	was	PWREL	was	nom|sg|neut	SB	20
18	dir	dir	PPER	du	dat|sg|*|2	DA	20
19	angelegen	angelegen	ADJD	angelegen	pos	PD	20
20	ist	ist	VAFIN	sein	sg|3|pres|ind	OC	2
21	.	.	SENT	.	_	--	20

1	Sey	Sei	VAFIN	sein	sg|3|pres|subj	--	0
2	ein	ein	ART	ein	*|*|*	NK	3
3	wenig	wenig	PIS	wenig	*|*|*	AMS	4
4	lustig	lustig	ADJD	lustig	pos	PD	1
5	.	.	SENT	.	_	--	4

1	Soll	Soll	VMFIN	sollen	sg|1|pres|ind	--	0
2	ich	ich	PPER	ich	nom|sg|*|1	SB	1
3	dich	dich	PPER	du	acc|sg|*|2	OA	4
4	kuͤssen	küssen	VVINF	küssen	_	OC	1
5	?	?	SENT	?	_	--	4

1	komm	komm	VVIMP	kommen	sg|2|imp	--	0
2	!	!	SENT	!	_	--	1

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	2
2	kan	kann	VMFIN	können	sg|1|pres|ind	--	0
3	sie	sie	PPER	Sie	nom|pl|*|3	OA	7
4	nicht	nicht	PTKNEG	nicht	_	NG	2
5	also	also	ADV	also	_	MO	6
6	gehen	gehen	VVINF	gehen	_	OC	7
7	sehen	sehen	VVINF	sehen	_	OC	2
8	.	.	SENT	.	_	--	7

1	Aber	Aber	KON	aber	_	JU	3
2	/	/	$,	/	_	--	1
3	sag	sag	VVIMP	sagen	sg|3|past|ind	--	0
4	mir	mir	PPER	ich	dat|sg|*|1	DA	3
5	/	/	$,	/	_	--	4
6	wilt	wild	ADJD	wild	pos	MO	8
7	du	du	PPER	du	nom|sg|*|2	SB	8
8	machen	machen	VVINF	machen	_	OC	3
9	/	/	$,	/	_	--	8
10	daß	daß	KOUS	daß	_	CP	15
11	ich	ich	PPER	ich	nom|sg|*|1	SB	15
12	vor	vor	APPR	vor	_	MO	14
13	Unmuth	Unmut	NN	Unmut	dat|sg|fem	NK	12
14	sterben	sterben	VVINF	sterben	_	OC	15
15	solle	solle	VMFIN	sollen	sg|3|pres|subj	OC	8
16	/	/	$,	/	_	--	15
17	und	und	KON	und	_	CD	15
18	darff	darf	VMFIN	dürfen	sg|1|pres|ind	CJ	17
19	ich	ich	PPER	ich	nom|sg|*|1	SB	18
20	nicht	nicht	PTKNEG	nicht	_	NG	18
21	wissen	wissen	VVINF	wissen	_	OC	18
22	/	/	$,	/	_	--	21
23	woher	woher	PWAV	woher	_	MO	28
24	dir	dir	PPER	du	dat|sg|*|2	DA	28
25	diese	diese	PDAT	dies	acc|sg|fem	NK	27
26	langwierige	langwierige	ADJA	langwierig	acc|sg|fem|pos	NK	27
27	Traurigkeit	Traurigkeit	NN	Traurigkeit	acc|sg|fem	SB	28
28	kompt	kommt	VVFIN	kommen	sg|3|pres|ind	OC	21
29	?	?	SENT	?	_	--	28

1	Entdecke	Entdecke	VVFIN	Entdecke	sg|3|pres|subj	MO	7
2	mir	mir	PPER	ich	dat|sg|*|1	DA	1
3	s	s	PPER	es	_	--	0
4	doch	doch	ADV	doch	_	MO	1
5	/	/	$,	/	_	--	4
6	ich	ich	PPER	ich	nom|sg|*|1	SB	7
7	schwoͤre	schwöre	VVFIN	schwöre	sg|1|pres|ind	--	0
8	dir	dir	PPER	du	dat|sg|*|2	OA	7
9	/	/	$,	/	_	--	8
10	daß	daß	KOUS	daß	_	CP	15
11	ich	ich	PPER	ich	nom|sg|*|1	SB	15
12	dir	dir	PPER	du	dat|sg|*|2	DA	14
13	alles	alles	PIS	all	acc|sg|neut	OA	14
14	geben	geben	VVINF	geben	_	OC	15
15	will	will	VMFIN	wollen	sg|3|pres|ind	OC	7
16	/	/	$,	/	_	--	15
17	was	was	PWREL	was	acc|sg|neut	OA	19
18	du	du	PPER	du	nom|sg|*|2	SB	19
19	begehrest	begehrest	VVFIN	begehrest	sg|2|pres|ind	RC	13
20	.	.	SENT	.	_	--	19

1	Ja	Ja	ITJ	ja	_	DM	3
2	du	du	PPER	du	nom|sg|*|2	SB	3
3	darffst	darfst	VVFIN	darfst	sg|2|pres|ind	--	0
4	mir	mir	PPER	ich	dat|sg|*|1	DA	3
5	nur	nur	ADV	nur	_	MO	6
6	sagen	sagen	VVINF	sagen	_	MO	3
7	/	/	$,	/	_	--	6
8	warumb	warum	PWAV	warum	_	MO	11
9	du	du	PPER	du	nom|sg|*|2	SB	11
10	traurig	traurig	ADJD	traurig	pos	PD	11
11	bist	bist	VAFIN	sein	sg|2|pres|ind	OC	6
12	/	/	$,	/	_	--	11
13	ich	ich	PPER	ich	nom|sg|*|1	SB	14
14	versichere	versichere	VVFIN	versichern	sg|1|pres|ind	CJ	3
15	dich	dich	PPER	du	acc|sg|*|2	OA	14
16	/	/	$,	/	_	--	15
17	daß	daß	KOUS	daß	_	CP	21
18	ich	ich	PPER	ich	nom|sg|*|1	SB	21
19	alles	alles	PIS	all	acc|sg|neut	OA	20
20	anwenden	anwenden	VVINF	anwenden	_	OC	21
21	will	will	VMFIN	wollen	sg|3|pres|ind	OC	14
22	/	/	$,	/	_	--	21
23	umb	umb	KOUI	um	_	PAR	21
24	dich	dich	PPER	du	acc|sg|*|2	OA	26
25	zu	zu	PTKZU	zu	_	PM	26
26	erfreuen	erfreuen	VVINF	erfreuen	_	OC	21
27	.	.	SENT	.	_	--	26

1	Das	Das	PDS	d	nom|sg|neut	SB	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	genug	genug	ADV	genug	*|*|*	MO	4
4	gesagt	gesagt	VVPP	sagen	_	PD	2
5	.	.	SENT	.	_	--	4

1	Bis	Bis	KOUS	bis	_	CP	15
2	tu	tu	PPER	du	nom|sg|neut|3	EP	15
3	irgend	irgend	ADV	irgend	_	MO	4
4	eyfersuͤchtig	eifersüchtig	ADJD	eifersüchtig	pos	MO	15
5	uͤber	über	APPR	über	_	OP	15
6	eine	eine	ART	ein	acc|sg|fem	NK	5
7	von	von	APPR	von	_	PG	6
8	deinen	deinen	PPOSAT	dein	dat|pl|neut	NK	9
9	Gespielen	Gespielen	NN	Gespielen	dat|pl|neut	NK	7
10	/	/	$,	/	_	--	9
11	daß	daß	KOUS	daß	_	CP	15
12	sie	sie	PPER	Sie	nom|pl|masc|3	SB	15
13	besser	besser	ADJD	gut	comp	MO	15
14	daher	daher	ADV	daher	_	MO	15
15	gehet	geht	VVFIN	gehen	sg|3|pres|ind	--	0
16	/	/	$,	/	_	--	15
17	als	als	KOUS	als	_	MO	15
18	du	du	PPER	du	nom|sg|*|2	NK	17
19	/	/	$,	/	_	--	18
20	und	und	KON	und	_	CD	15
21	woltest	wolltest	VMFIN	wollen	sg|2|pres|ind	CJ	20
22	irgend	irgend	ADV	irgend	_	MO	21
23	einen	einen	ART	ein	acc|sg|masc	NK	25
24	neuen	neuen	ADJA	neu	acc|sg|masc|pos	NK	25
25	Zeug	Zeug	NN	Zeug	acc|sg|masc	OA	28
26	zum	zum	APPRART	zum	dat|sg|neut	MO	28
27	Kleid	Kleid	NN	Kleid	dat|sg|neut	NK	26
28	haben	haben	VAINF	haben	_	OC	21
29	?	?	SENT	?	_	--	28

1	Nicht	Nicht	PTKNEG	nicht	_	--	0
2	.	.	SENT	.	_	--	1

1	Ist	Ist	VAFIN	sein	sg|3|pres|ind	--	0
2	deine	deine	PPOSAT	dein	nom|sg|fem	NK	3
3	Kammer	Kammer	NN	Kammer	nom|sg|fem	SB	1
4	nit	nit	PTKNEG	nicht	_	MO	6
5	genugsam	genugsam	ADJD	genügsam	pos	MO	6
6	geziert	geziert	VVPP	zieren	_	PD	1
7	/	/	$,	/	_	--	6
8	und	und	KON	und	_	CD	1
9	woltes	Woltes	NN	Woltes	_	PNC	10
10	tu	tu	PPER	du	_	SB	15
11	gern	gern	ADV	gern	_	MO	15
12	ein	ein	ART	ein	acc|sg|neut	NK	14
13	huͤbsches	hübsches	ADJA	hübsch	acc|sg|neut|pos	NK	14
14	Schreib-Tischgen	Schreib-Tischgen	NN	Schreib-Tischgen	acc|sg|neut	OA	15
15	haben	haben	VAINF	haben	_	CJ	8
16	?	?	SENT	?	_	--	15

1	Ist	Ist	VAFIN	sein	sg|3|pres|ind	--	0
2	es	es	PPER	es	nom|sg|neut|3	SB	1
3	das	das	PDS	d	nom|sg|neut	SB	1
4	auch	auch	ADV	auch	_	MO	1
5	nicht	nicht	PTKNEG	nicht	_	NG	1
6	?	?	SENT	?	_	--	5

1	Woltest	wolltest	VMFIN	wollen	sg|2|pres|ind	--	0
2	du	du	PPER	du	nom|sg|*|2	SB	1
3	gerne	gerne	ADV	gern	_	MO	1
4	etwas	etwas	PIS	etwas	*|*|neut	OA	5
5	lernen	lernen	VVINF	lernen	_	OC	1
6	?	?	SENT	?	_	--	5

1	Soll	Soll	VMFIN	sollen	sg|1|pres|ind	--	0
2	ich	ich	PPER	ich	nom|sg|*|1	SB	1
3	dir	dir	PPER	du	dat|sg|*|2	DA	5
4	einen	einen	PIS	ein	acc|sg|masc	DA	5
5	kommen	kommen	VVINF	kommen	_	OC	6
6	lassen	lassen	VVINF	lassen	_	OC	1
7	/	/	$,	/	_	--	6
8	der	der	PRELS	d	nom|sg|masc	SB	10
9	dich	dich	PPER	du	acc|sg|*|2	OA	14
10	lehre	lehre	VVFIN	lehren	sg|3|pres|subj	RC	4
11	auff	auf	APPR	auf	_	MO	14
12	der	der	ART	d	dat|sg|fem	NK	13
13	Lauten	Lauten	ADJA	laut	dat|sg|fem	NK	11
14	schlagen	schlagen	VVINF	schlagen	_	OC	10
15	?	?	SENT	?	_	--	14

1	Nicht	Nicht	PTKNEG	nicht	_	--	0
2	?	?	SENT	?	_	--	1

1	Oder	Oder	KON	oder	_	JU	2
2	has	has	NE	has	sg|3|past|ind	--	0
3	tu	tu	PPER	du	_	SB	2
4	einen	einen	PIS	ein	acc|sg|masc	NK	5
5	lieb	lieb	ADJD	lieb	acc|sg|masc	OA	2
6	/	/	$,	/	_	--	5
7	und	und	KON	und	_	CD	2
8	moͤchtest	möchtest	VMFIN	möchtest	sg|3|pres|ind	CJ	7
9	gern	gern	ADV	gern	_	MO	8
10	verheuratet	verheuratet	VVPP	verheuratet	_	PD	11
11	seyn	sein	VAINF	sein	_	OC	8
12	?	?	SENT	?	_	--	11

1	Nun	Nun	ADV	nun	_	MO	11
2	wol	wohl	ADV	wohl	_	MO	11
3	/	/	$,	/	_	--	2
4	Herr	Herr	NN	Herr	nom|sg|masc	VO	7
5	/	/	$,	/	_	--	4
6	ihr	ihr	PPER	Ihr	dat|sg|fem|3	SB	7
7	habt	habt	VAFIN	haben	pl|2|pres|ind	--	0
8	mit	mit	APPR	mit	_	MO	11
9	eurer	eurer	PPOSAT	euer	dat|sg|fem	NK	10
10	Tochter	Tochter	NN	Tochter	dat|sg|fem	NK	8
11	geredet	geredet	VVPP	reden	_	OC	7
12	/	/	$,	/	_	--	11
13	habt	habt	VAFIN	haben	pl|2|pres|ind	CJ	7
14	ihr	ihr	PPER	Ihr	dat|sg|fem|3	DA	16
15	nun	nun	ADV	nun	_	MO	16
16	erfahren	erfahren	VVINF	erfahren	_	OC	13
17	/	/	$,	/	_	--	16
18	was	was	PWREL	was	acc|sg|neut	PD	23
19	die	die	ART	d	nom|sg|fem	NK	20
20	Ursach	Ursache	NN	Ursache	nom|sg|fem	PD	23
21	ihrer	ihrer	PPOSAT	ihr	gen|sg|fem	NK	22
22	Melancholey	Melancholey	NE	Melancholey	gen|sg|fem	AG	20
23	sey	sei	VAFIN	sein	sg|3|pres|subj	MO	16
24	?	?	SENT	?	_	--	23

1	Nein	Nein	PTKANT	nein	_	DM	5
2	/	/	$,	/	_	--	1
3	die	die	ART	d	acc|pl|neut	NK	4
4	Vettel	Vettel	NN	Vettel	acc|pl|neut	OA	5
5	macht	macht	VVFIN	machen	sg|3|pres|ind	--	0
6	mich	mich	PPER	ich	acc|sg|*|1	OA	5
7	noch	noch	ADV	noch	_	MO	8
8	unsinnig	unsinnig	ADJD	unsinnig	pos	MO	5
9	!	!	SENT	!	_	--	8

1	Last	Last	NE	Last	pl|2|imp	SB	4
2	nur	nur	ADV	nur	_	MO	4
3	mich	mich	PRF	ich	acc|sg|*|1	OA	4
4	machen	machen	VVINF	machen	_	OC	7
5	/	/	$,	/	_	--	4
6	ich	ich	PPER	ich	nom|sg|*|1	SB	7
7	will	will	VMFIN	wollen	sg|1|pres|ind	--	0
8	hingehen	hingehen	VVINF	hingehen	_	OC	7
9	/	/	$,	/	_	--	8
10	und	und	KON	und	_	CD	7
11	sie	sie	PPER	Sie	acc|pl|fem|3	SB	14
12	ein	ein	ART	ein	*|*|*	NK	13
13	wenig	wenig	PIS	wenig	*|*|*	MO	14
14	außforschen	ausforschen	VVFIN	ausforschen	pl|3|pres|ind	CJ	10
15	.	.	SENT	.	_	--	14

1	Es	Es	PPER	es	nom|sg|neut|3	SB	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	nicht	nicht	PTKNEG	nicht	_	NG	4
4	noͤtig	nötig	ADJD	nötig	pos	PD	2
5	/	/	$,	/	_	--	4
6	weil	weil	KOUS	weil	_	CP	10
7	sie	sie	PPER	Sie	nom|pl|*|3	SB	10
8	also	also	ADV	also	_	MO	10
9	seyn	sein	VAINF	sein	_	OC	10
10	will	will	VMFIN	wollen	sg|3|pres|ind	RE	12
11	/	/	$,	/	_	--	10
12	so	so	ADV	so	_	CD	2
13	halte	halte	VVFIN	halten	sg|1|pres|ind	RE	12
14	ich	ich	PPER	ich	nom|sg|*|1	SB	13
15	vor	vor	APPR	vor	_	OP	13
16	gut	gut	ADJD	gut	pos	UC	12
17	/	/	$,	/	_	--	16
18	daß	daß	KOUS	daß	_	CP	22
19	man	man	PIS	man	nom|sg|*	SB	22
20	sie	sie	PPER	Sie	acc|*|*|3	OA	22
21	also	also	ADV	also	_	MO	22
22	lasse	lasse	VVFIN	lassen	sg|3|pres|subj	CC	12
23	.	.	SENT	.	_	--	22

1	Last	Last	VVFIN	lassen	acc|sg|fem	OA	3
2	mich	mich	PPER	ich	acc|sg|*|1	OA	14
3	machen	machen	VVINF	machen	_	MO	5
4	/	/	$,	/	_	--	3
5	sag	sag	VVIMP	sagen	sg|1|past|ind	--	0
6	ich	ich	PPER	ich	nom|sg|*|1	SB	5
7	/	/	$,	/	_	--	6
8	vielleicht	vielleicht	ADV	vielleicht	_	MO	14
9	wird	wird	VAFIN	werden	sg|3|pres|ind	OC	5
10	sie	sie	PPER	Sie	nom|sg|fem|3	SB	9
11	mir	mir	PPER	ich	dat|sg|*|1	DA	14
12	s	s	PPER	es	_	MO	14
13	eher	eher	ADV	eher	_	MO	14
14	entdecken	entdecken	VVINF	entdecken	_	OC	9
15	/	/	$,	/	_	--	14
16	als	als	KOUS	als	_	CM	17
17	euch	euch	PPER	ihr	dat|pl|*|2	CC	13
18	.	.	SENT	.	_	--	17

1	Wie	Wie	KOUS	wie	_	MO	5
2	/	/	$,	/	_	--	1
3	Madame	Madame	FM	--	_	SB	5
4	,	,	$,	,	_	--	3
5	wolt	wollt	VMFIN	wollen	sg|3|pres|ind	--	0
6	ihr	ihr	PPER	Ihr	nom|sg|masc	DA	9
7	uns	uns	PPER	wir	acc|pl|*|1	OA	9
8	nicht	nicht	PTKNEG	nicht	_	NG	5
9	sagen	sagen	VVINF	sagen	_	OC	5
10	/	/	$,	/	_	--	9
11	wo	wo	PWAVREL	wo	_	MO	14
12	es	es	PPER	es	nom|sg|neut|3	SB	14
13	euch	euch	PPER	ihr	dat|pl|*|2	DA	14
14	mangelt	mangelt	VVFIN	mangeln	sg|3|pres|ind	OC	9
15	?	?	SENT	?	_	--	14

1	wolt	wollt	VMFIN	wollen	pl|2|pres|ind	--	0
2	ihr	ihr	PPER	Ihr	dat|sg|fem|3	DA	5
