

1	Eine	Eine	ART	ein	nom|sg|fem	NK	3
36	oder	oder	KON	oder	_	CD	34
37	phantasiren	fantasieren	VVFIN	fantasieren	_	CJ	36
38	,	,	$,	,	_	--	37
39	oder	oder	KON	oder	_	CD	33
40	raisonniren	raisonieren	VVFIN	raisonieren	_	CJ	39
41	.	.	SENT	.	_	--	40

1	Denn	Denn	KON	denn	_	JU	3
2	es	es	PPER	es	nom|sg|neut|3	SB	3
3	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
4	kein	kein	PIAT	kein	nom|sg|masc	NK	5
5	Widerspruch	Widerspruch	NN	Widerspruch	nom|sg|masc	PD	3
6	,	,	$,	,	_	--	5
7	daß	daß	KOUS	daß	_	CP	26
8	nicht	nicht	PTKNEG	nicht	_	NG	10
9	dieselbige	dieselbige	PDS	derselbige	nom|sg|fem	NK	10
10	Seelenkraft	Seelenkraft	NN	Seelenkraft	nom|sg|fem	CJ	26
11	sich	sich	PRF	er|es|sie	acc|sg|3	OA	16
12	mit	mit	APPR	mit	_	MO	16
13	ganz	ganz	ADV	ganz	_	MO	14
14	ungleichartigen	ungleichartigen	ADJA	ungleichartigen	dat|pl|fem|pos	NK	15
15	Ideen	Ideen	NN	Idee	dat|pl|fem	NK	12
16	beschaͤftigen	beschäftigen	VVINF	beschäftigen	pl|3|pres|ind	OC	10
17	,	,	$,	,	_	--	16
18	und	und	KON	und	_	JU	26
19	dieselben	dieselben	PDS	derselbe	pl|3|pres|subj	SB	26
20	auf	auf	APPR	auf	_	MO	25
21	eine	eine	ART	ein	acc|sg|fem	NK	24
22	ganz	ganz	ADV	ganz	_	MO	23
23	verschiedne	verschiedene	ADJA	verschieden	acc|sg|fem|pos	NK	24
24	Weise	Weise	NN	Weise	acc|sg|fem	NK	20
25	behandeln	behandeln	VVINF	behandeln	_	OC	26
26	koͤnne	könne	VMFIN	können	sg|3|pres|subj	RE	2
27	:	:	SENT	:	_	--	26

1	so	so	ADV	so	_	NK	17
2	wie	wie	KOKOM	wie	_	CM	4
3	das	das	ART	d	nom|sg|neut	NK	4
4	Feuer	Feuer	NN	Feuer	nom|sg|neut	CC	1
5	zwar	zwar	ADV	zwar	_	MO	7
6	allerley	allerlei	PIAT	allerlei	*|*|*	NK	7
7	Koͤrper	Körper	NN	Körper	acc|pl|masc	PD	4
8	,	,	$,	,	_	--	7
9	aber	aber	KON	aber	_	CD	7
10	nach	nach	APPR	nach	_	MO	16
11	der	der	ART	d	dat|sg|fem	NK	12
12	Beschaffenheit	Beschaffenheit	NN	Beschaffenheit	dat|sg|fem	NK	10
13	der	der	ART	d	gen|pl|masc	NK	14
14	Koͤrper	Körper	NN	Körper	gen|pl|masc	AG	12
15	,	,	$,	,	_	--	14
16	veraͤndert	verändert	VVPP	verändern	_	CJ	9
17	*	*	$*	*	_	--	0
18	)	)	$)	)	_	--	17
19	.	.	SENT	.	_	--	18

1	Die	Die	ART	d	nom|pl|fem	NK	2
2	mehresten	Mehresten	ADJA	Mehresten	nom|pl|masc	SB	5
3	neuen	neuen	ADJA	neu	nom|pl|masc|pos	NK	4
4	Monadologisten	Monadologisten	NN	Monadologisten	nom|pl|masc	AG	2
5	sind	sind	VAFIN	sein	pl|3|pres|ind	--	0
6	von	von	APPR	von	_	SBP	11
7	Leibniz	Leibniz	NE	Leibniz	dat|sg|*	NK	6
8	und	und	KON	und	_	CD	7
9	Wolf	Wolf	NN	Wolf	dat|sg|*	CJ	8
10	darinnen	darinnen	PAV	darin	_	MO	11
11	abgewichen	abgewichen	VVPP	abgewichen	_	OC	5
12	,	,	$,	,	_	--	11
13	daß	daß	KOUS	daß	_	CP	26
14	sie	sie	PPER	Sie	nom|pl|masc|3	SB	26
15	Gedaͤchtniß	Gedächtnis	NN	Gedächtnis	nom|sg|neut	OA	26
16	,	,	$,	,	_	--	15
17	Einbildungskraft	Einbildungskraft	NN	Einbildungskraft	nom|sg|fem	CJ	15
18	,	,	$,	,	_	--	17
19	Verstand	Verstand	NN	Verstand	nom|sg|masc	CJ	17
20	,	,	$,	,	_	--	19
21	Vernunft	Vernunft	NN	Vernunft	nom|sg|fem	CJ	19
22	fuͤr	für	APPR	für	_	MNR	21
23	Aeußerungen	Äußerungen	NN	Äußerung	acc|pl|fem	NK	22
24	derselbigen	derselbigen	PIS	derselbige	gen|sg|fem|pos	NK	25
25	Kraft	Kraft	NN	Kraft	acc|sg|fem	AG	23
26	ansehen	ansehen	VVINF	ansehen	_	RE	10
27	,	,	$,	,	_	--	26
28	die	die	ART	d	acc|sg|fem	SB	32
29	nur	nur	ADV	nur	_	MO	31
30	verschiedene	verschiedene	ADJA	verschieden	acc|pl|masc|pos	NK	31
31	Gegenstaͤnde	Gegenstände	NN	Gegenstand	acc|pl|masc	OA	32
32	angewandt	angewandt	VVPP	anwenden	_	RC	21
33	,	,	$,	,	_	--	32
34	und	und	KON	und	_	CD	26
35	an	an	APPR	an	_	MO	42
36	verschiedenen	verschiedenen	ADJA	verschieden	dat|pl|masc|pos	NK	37
37	Gegenstaͤnden	Gegenständen	NN	Gegenstand	dat|pl|masc	NK	35
38	auf	auf	APPR	auf	_	MO	42
39	eine	eine	ART	ein	acc|sg|fem	NK	41
40	verschiedene	verschiedene	ADJA	verschieden	acc|sg|fem|pos	NK	41
41	Weise	Weise	NN	Weise	acc|sg|fem	NK	38
42	geuͤbt	geübt	VVPP	üben	_	OC	43
43	wird	wird	VAFIN	werden	sg|3|pres|ind	CJ	34
44	.	.	SENT	.	_	--	43

1	Leibniz	Leibniz	NE	Leibniz	nom|sg|neut	SB	2
2	hielt	hielt	VVFIN	halten	sg|3|past|ind	--	0
3	alle	alle	PIAT	all	acc|pl|*	NK	5
4	diese	diese	PDAT	dies	acc|pl|fem	NK	5
5	Kraͤfte	Kräfte	NN	Kraft	acc|pl|fem	OA	2
6	fuͤr	für	APPR	für	_	MO	2
7	Unterkraͤfte	Unterkräfte	NN	Unterkräfte	acc|pl|fem	NK	6
8	der	der	ART	d	gen|sg|fem	NK	9
9	Urkraft	Urkraft	NN	Urkraft	gen|sg|fem	AG	7
10	seiner	seiner	PPOSAT	sein	gen|pl|masc	NK	11
11	Monade	Monade	NE	Monade	gen|sg|fem	AG	9
12	,	,	$,	,	_	--	11
13	und	und	KON	und	_	CD	2
14	stimte	stimmte	VVFIN	stimmen	sg|3|past|ind	CJ	13
15	darinnen	darinnen	PAV	darin	_	MO	14
16	mit	mit	APPR	mit	_	OP	14
17	dem	dem	ART	d	dat|sg|neut	NK	16
18	den	den	ART	d	dat|pl|masc	NK	19
19	Menschen	Menschen	NN	Mensch	dat|pl|masc	DA	14
20	in	in	APPR	in	_	MNR	19
21	ganz	ganz	ADJA	ganz	_	MO	23
22	Geist	Geist	NN	Geist	nom|sg|masc	NK	21
23	umschaffenden	umschaffenden	VVFIN	umschaffenden	dat|sg|neut|pos	NK	24
24	Plato	Plato	NE	Plato	dat|sg|neut	NK	20
25	vollkommen	vollkommen	ADJD	vollkommen	pos	MO	14
26	uͤberein	überein	PTKVZ	überein	_	SVP	14
27	.	.	SENT	.	_	--	26

1	Die	Die	ART	d	nom|pl|masc	NK	10
2	nachher	nachher	ADV	nachher	_	MO	9
3	durch	durch	APPR	durch	_	MO	9
4	die	die	ART	d	acc|sg|fem	NK	6
5	Wolfische	Wolfische	ADJA	Wolfische	acc|sg|fem|pos	NK	6
6	Schule	Schule	NN	Schule	acc|sg|fem	NK	3
7	so	so	ADV	so	_	MO	8
8	allgemein	allgemein	ADJD	allgemein	pos	MO	9
9	ausgebreitete	ausgebreitete	ADJA	ausgebreitete	acc|sg|fem|pos	NK	10
10	Eintheilung	Einteilung	NN	Einteilung	acc|sg|fem	OA	25
11	der	der	ART	d	gen|pl|fem	NK	12
12	Seelenkraͤfte	Seelenkräfte	NN	Seelenkraft	gen|pl|fem	AG	10
13	in	in	APPR	in	_	MNR	10
14	die	die	ART	d	acc|sg|fem	NK	18
15	obere	obere	ADJA	oberer	acc|sg|fem|pos	NK	18
16	und	und	KON	und	_	CD	15
17	untere	untere	ADJA	unterer	acc|pl|neut|comp	CJ	16
18	Seelenkraͤfte	Seelenkräfte	NN	Seelenkraft	acc|pl|fem	NK	13
19	,	,	$,	,	_	--	18
20	(	(	$(	(	_	--	19
21	eine	eine	PIS	ein	nom|sg|fem	OA	33
22	der	der	ART	d	gen|pl|fem	NK	26
23	unfruchtbarsten	unfruchtbarsten	ADJA	unfruchtbarsten	gen|pl|fem|sup	NK	26
24	und	und	KON	und	_	CD	23
25	ungegruͤndesten	ungegründesten	ADJA	ungegründesten	acc|sg|masc|sup	CJ	24
26	Eintheilungen	Einteilungen	NN	Einteilung	nom|pl|fem	AG	21
27	in	in	APPR	in	_	MNR	26
28	der	der	ART	d	dat|sg|fem	NK	30
29	ganzen	ganzen	ADJA	ganz	dat|sg|fem|pos	NK	30
30	Psychologie	Psychologie	NN	Psychologie	dat|sg|fem	NK	27
31	,	,	$,	,	_	--	30
32	)	)	$)	)	_	--	31
33	mich	mich	PPER	ich	acc|sg|*|1	--	0
34	von	von	APPR	von	_	PM	33
35	der	der	ART	d	dat|sg|fem	NK	37
36	Leibnizischen	Leibnizischen	NN	Leibnizischen	dat|sg|fem|pos	NK	37
37	Behauptung	Behauptung	NN	Behauptung	dat|sg|fem	NK	34
38	schon	schon	ADV	schon	_	MO	34
39	ab	ab	PTKVZ	ab	_	SVP	34
40	;	;	SENT	;	_	--	39

1	und	und	KON	und	_	JU	3
2	heute	heute	ADV	heute	_	MO	3
3	nimt	nimmt	VVFIN	nehmen	sg|3|pres|ind	--	0
4	man	man	PIS	man	nom|sg|*	SB	3
5	fast	fast	ADV	fast	_	MO	6
6	durchgaͤngig	durchgängig	ADJD	durchgängig	pos	MO	3
7	fuͤr	für	APPR	für	_	MO	3
8	eine	eine	ART	ein	acc|sg|fem	NK	10
9	einfache	einfache	ADJA	einfach	acc|sg|fem|pos	NK	10
10	Seele	Seele	NN	Seele	acc|sg|fem	NK	7
11	nur	nur	ADV	nur	_	MO	14
12	eine	eine	ART	ein	acc|sg|fem	NK	14
13	einzige	einzige	ADJA	einzig	acc|sg|fem|pos	NK	14
14	Kraft	Kraft	NN	Kraft	acc|sg|fem	OA	3
15	an	an	PTKVZ	an	_	SVP	3
16	.	.	SENT	.	_	--	15

1	Man	Man	PIS	man	nom|sg|*	SB	2
2	hat	hat	VAFIN	haben	sg|3|pres|ind	--	0
3	eine	eine	ART	ein	acc|sg|fem	NK	4
4	Belehrung	Belehrung	NN	Belehrung	acc|sg|fem	OA	6
5	daruͤber	darüber	PAV	darüber	_	MNR	4
6	verlangt	verlangt	VVFIN	verlangen	_	OC	2
7	,	,	$,	,	_	--	6
8	wie	wie	KOKOM	wie	_	MO	22
9	durch	durch	APPR	durch	_	MO	22
10	Anwendung	Anwendung	NN	Anwendung	acc|sg|fem	NK	9
11	einer	einer	PIS	ein	nom|sg|masc	SB	22
12	und	und	KON	und	_	CD	11
13	der	der	ART	d	dat|sg|fem	NK	15
14	nemlichen	nämlichen	ADJA	nämlich	dat|sg|fem|pos	NK	15
15	Kraft	Kraft	NN	Kraft	dat|sg|fem	CJ	12
16	auf	auf	APPR	auf	_	MNR	15
17	verschiedene	verschiedene	ADJA	verschieden	acc|pl|neut|pos	NK	18
18	Objekte	Objekte	NN	Objekt	acc|pl|neut	NK	16
19	die	die	ART	d	acc|pl|fem	NK	21
20	verschiedenen	verschiedenen	ADJA	verschieden	acc|pl|fem|pos	NK	21
21	Kraͤfte	Kräfte	NN	Kraft	acc|pl|fem	SB	22
22	entstehen	entstehen	VVINF	entstehen	_	RE	5
23	?	?	SENT	?	_	--	22

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	2
2	glaube	glaube	VVFIN	glauben	sg|1|pres|ind	--	0
3	,	,	$,	,	_	--	2
4	in	in	APPR	in	_	MO	9
5	der	der	ART	d	dat|sg|fem	NK	6
6	Voraussetzung	Voraussetzung	NN	Voraussetzung	dat|sg|fem	NK	4
7	verschiedener	verschiedener	ADJA	verschieden	gen|pl|masc|pos	NK	8
8	Gegenstaͤnde	Gegenstände	NN	Gegenstand	gen|pl|masc	AG	6
9	liegt	liegt	VVFIN	liegen	sg|3|pres|ind	OC	2
10	schon	schon	ADV	schon	_	MO	9
11	die	die	ART	d	nom|sg|fem	NK	12
12	Antwort	Antwort	NN	Antwort	acc|sg|fem	SB	9
13	.	.	SENT	.	_	--	12

1	Man	Man	PIS	man	nom|sg|*	SB	2
2	braucht	braucht	VVFIN	brauchen	sg|3|pres|ind	--	0
3	nur	nur	ADV	nur	_	MO	2
4	das	das	ART	d	acc|sg|neut	NK	5
5	Beyspiel	Beispiel	NN	Beispiel	acc|sg|neut	OA	2
6	von	von	APPR	von	_	PG	5
7	den	den	ART	d	dat|pl|neut	NK	9
8	verschiedenen	verschiedenen	ADJA	verschieden	dat|pl|fem|pos	NK	9
9	Kraͤften	Kräften	NN	Kraft	dat|pl|fem	NK	6
10	des	des	ART	d	gen|sg|neut	NK	11
11	Feuers	Feuers	NN	Feuer	gen|sg|neut	AG	9
12	bey	bei	APPR	bei	_	MNR	5
13	verschiedenen	verschiedenen	ADJA	verschieden	dat|pl|fem|pos	NK	14
14	Materialien	Materialien	NN	Material	dat|pl|fem	NK	12
15	,	,	$,	,	_	--	14
16	auf	auf	APPR	auf	_	MO	19
17	die	die	PRELS	d	acc|pl|fem	NK	16
18	es	es	PPER	es	nom|sg|neut|3	SB	19
19	wirkt	wirkt	VVFIN	wirken	sg|3|pres|ind	RC	14
20	,	,	$,	,	_	--	19
21	hier	hier	ADV	hier	_	MO	22
22	anzuwenden	anzuwenden	VVIZU	anwenden	_	RE	18
23	.	.	SENT	.	_	--	22

1	Allein	Allein	ADV	allein	_	MO	4
2	die	die	ART	d	nom|sg|fem	NK	4
3	große	große	ADJA	groß	nom|sg|fem|pos	NK	4
4	Verschiedenheit	Verschiedenheit	NN	Verschiedenheit	nom|sg|fem	SB	15
5	der	der	ART	d	gen|pl|fem	NK	6
6	Ideen	Ideen	NN	Idee	gen|pl|fem	AG	4
7	,	,	$,	,	_	--	6
8	die	die	PRELS	d	nom|pl|fem	SB	11
9	die	die	ART	d	nom|pl|fem	NK	10
10	Gehirnorganen	Gehirnorganen	NN	Gehirnorganen	nom|pl|fem	OA	11
11	beschaͤftigen	beschäftigen	VVINF	beschäftigen	pl|3|pres|ind	RC	6
12	oder	oder	KON	oder	_	CD	11
13	erschuͤttern	erschüttern	VVINF	erschüttern	_	CJ	12
14	,	,	$,	,	_	--	13
15	kan	kann	VMFIN	können	sg|3|pres|ind	--	0
16	unmoͤglich	unmöglich	ADJD	unmöglich	pos	MO	15
17	der	der	ART	d	nom|sg|masc	NK	19
18	einzige	einzige	ADJA	einzig	nom|sg|masc|pos	NK	19
19	Grund	Grund	NN	Grund	nom|sg|masc	PD	20
20	gewesen	gewesen	VAPP	sein	_	OC	21
21	seyn	sein	VAINF	sein	_	OC	15
22	,	,	$,	,	_	--	21
23	warum	warum	PWAV	warum	_	MO	34
24	die	die	ART	d	nom|pl|masc	NK	26
25	philosophischen	philosophischen	ADJA	philosophisch	nom|pl|masc|pos	NK	26
26	Erweiterer	Erweiterer	NN	Erweiterer	nom|pl|masc	SB	35
27	unsrer	unsrer	PPOSAT	unser	gen|pl|fem|pos	NK	28
28	Sprachen	Sprachen	NN	Sprache	gen|pl|fem	AG	26
29	fuͤr	für	APPR	für	_	MO	34
30	so	so	ADV	so	_	MO	31
31	verschiedne	verschiedene	ADJA	verschieden	acc|pl|neut|pos	NK	32
32	Seelenkraͤfte	Seelenkräfte	NN	Seelenkraft	nom|pl|fem	NK	29
33	Namen	Namen	NN	Name	acc|pl|masc	OA	34
34	erfunden	erfunden	VVPP	erfinden	_	OC	35
35	haben	haben	VAINF	haben	pl|3|pres|ind	RC	19
36	.	.	SENT	.	_	--	35

1	Haͤtte	Hätte	VAFIN	haben	sg|3|past|subj	--	0
2	man	man	PIS	man	nom|sg|*	SB	1
3	blos	bloß	ADJD	bloß	_	MO	14
4	wegen	wegen	APPR	wegen	_	MO	14
5	der	der	ART	d	*|sg|fem	NK	6
6	Ungleichartigkeit	Ungleichartigkeit	NN	Ungleichartigkeit	*|sg|fem	NK	4
7	der	der	ART	d	gen|pl|masc	NK	8
8	Begriffe	Begriffe	NN	Begriff	gen|pl|masc	AG	6
9	oder	oder	KON	oder	_	CD	8
10	der	der	ART	d	gen|pl|fem	NK	11
11	Seelenerschuͤtterungen	Seelenerschütterungen	NN	Seelenerschütterungen	gen|pl|fem	CJ	9
12	mehrere	mehrere	PIAT	mehrere	gen|pl|neut	NK	13
13	Seelenkraͤfte	Seelenkräfte	NN	Seelenkraft	gen|pl|fem	OG	14
14	angenommen	angenommen	VVPP	annehmen	_	OC	1
15	:	:	SENT	:	_	--	14

1	so	so	ADV	so	_	MO	20
2	wuͤrde	würde	VAFIN	werden	sg|3|past|subj	--	0
3	man	man	PIS	man	nom|sg|*	SB	2
4	zwar	zwar	ADV	zwar	_	MO	20
5	Einbildungskraft	Einbildungskraft	NN	Einbildungskraft	acc|sg|fem	OA	19
6	und	und	KON	und	_	CD	5
7	Vernunft	Vernunft	NN	Vernunft	nom|sg|fem	CJ	6
8	,	,	$,	,	_	--	7
9	aber	aber	ADV	aber	_	CD	5
10	schwerlich	schwerlich	ADJD	schwerlich	pos	MO	11
11	Verstand	Verstand	NN	Verstand	acc|sg|masc	CJ	9
12	,	,	$,	,	_	--	11
13	Urtheilskraft	Urteilskraft	NN	Urteilskraft	acc|sg|fem	CJ	11
14	und	und	KON	und	_	CD	13
15	Vernunft	Vernunft	NN	Vernunft	acc|sg|fem	CJ	14
16	von	von	APPR	von	_	OP	19
17	einander	einander	PRF	einander	_	NK	16
18	haben	haben	VAFIN	haben	pl|3|pres|ind	RC	11
19	unterscheiden	unterscheiden	VVINF	unterscheiden	_	OC	20
20	koͤnnen	können	VMINF	können	_	OC	2
21	,	,	$,	,	_	--	20
22	weil	weil	KOUS	weil	_	CP	32
23	alle	alle	PIAT	all	nom|pl|*	NK	25
24	diese	diese	PDAT	dies	acc|pl|neut	NK	25
25	Modifikationen	Modifikationen	NN	Modifikationen	acc|pl|fem	SB	32
26	mehrentheils	mehrenteils	ADV	mehrenteils	_	MO	31
27	von	von	APPR	von	_	SBP	31
28	Begriffen	Begriffen	NN	Begriff	dat|pl|masc	NK	27
29	derselbigen	derselbigen	PIS	derselbige	gen|sg|fem|pos	NK	30
30	Art	Art	NN	Art	gen|sg|fem	AG	28
31	erzeugt	erzeugt	VVPP	erzeugen	_	OC	32
32	werden	werden	VAINF	werden	_	MO	20
33	.	.	SENT	.	_	--	32

1	Der	Der	ART	d	nom|sg|masc	NK	3
2	zweyte	zweite	ADJA	zweit	nom|sg|masc|pos	NK	3
3	Theilungsgrund	Theilungsgrund	NN	Theilungsgrund	nom|sg|masc	SB	4
4	wurde	wurde	VAFIN	werden	sg|3|past|ind	--	0
5	daher	daher	ADV	daher	_	MO	4
6	wahrscheinlich	wahrscheinlich	ADJD	wahrscheinlich	pos	MO	4
7	die	die	ART	d	nom|sg|fem	NK	8
8	Menge	Menge	NN	Menge	nom|sg|fem	SB	4
9	der	der	ART	d	gen|pl|masc	NK	10
10	Begriffe	Begriffe	NN	Begriff	gen|pl|masc	AG	8
11	,	,	$,	,	_	--	10
12	uͤber	über	APPR	über	_	OP	18
13	deren	deren	PDAT	d	gen|pl|fem	AG	14
14	Beziehungen	Beziehungen	NN	Beziehung	acc|pl|fem	NK	12
15	man	man	PIS	man	nom|sg|*	SB	18
16	seine	seine	PPOSAT	sein	acc|pl|fem	NK	17
17	Organen	Organen	NN	Organ	acc|pl|fem	OA	18
18	anstrengt	anstrengt	VVFIN	anstrengen	sg|3|pres|ind	OC	4
19	*	*	$*	*	_	--	0
20	)	)	$)	)	_	--	18
21	.	.	SENT	.	_	--	20

1	Durch	Durch	APPR	durch	_	MO	4
2	diesen	diesen	PDAT	dies	acc|sg|masc	NK	3
3	Theilungsgrund	Theilungsgrund	NN	Theilungsgrund	acc|sg|masc	NK	1
4	verfiel	verfiel	VVFIN	verfiel	sg|3|past|ind	--	0
5	man	man	PIS	man	nom|sg|*	SB	4
6	auf	auf	APPR	auf	_	MO	4
7	die	die	ART	d	acc|pl|neut	NK	8
8	Urtheils-	Urteils	NN	Urteil	acc|pl|neut	NK	6
9	und	und	KON	und	_	CD	8
10	die	die	ART	d	acc|sg|fem	NK	11
11	Schließkraft	Schließkraft	NN	Schließkraft	acc|sg|fem	CJ	9
12	.	.	SENT	.	_	--	11

1	Jene	Jene	PDS	jen	dat|sg|*	DA	2
2	uͤbt	übt	VVFIN	üben	sg|3|pres|ind	--	0
3	man	man	PIS	man	nom|sg|*	SB	2
4	bey	bei	APPR	bei	_	MO	2
5	der	der	ART	d	dat|sg|fem	NK	6
6	Beschauung	Beschauung	NN	Beschauung	dat|sg|fem	NK	4
7	der	der	ART	d	gen|pl|neut	NK	8
8	Verhaͤltnisse	Verhältnisse	NN	Verhältnis	gen|pl|neut	AG	6
9	von	von	APPR	von	_	MNR	8
10	ein	ein	ART	ein	acc|sg|neut	NK	11
11	Paar	Paar	PIAT	paar	acc|sg|neut	NK	9
12	Begriffen	Begriffen	NN	Begriff	acc|sg|neut	NK	11
13	;	;	SENT	;	_	--	12

1	und	und	KON	und	_	JU	3
2	man	man	PIS	man	nom|sg|*	SB	3
3	schließt	schließt	VVFIN	schließen	sg|3|pres|ind	--	0
4	,	,	$,	,	_	--	3
5	wenn	wenn	KOUS	wenn	_	CP	12
6	man	man	PIS	man	nom|sg|*	SB	12
7	eben	eben	ADV	eben	_	MO	12
8	dasselbe	dasselbe	PDS	derselbe	_	NK	11
9	mit	mit	APPR	mit	_	MO	12
10	mehreren	mehreren	PIAT	mehrere	dat|pl|fem	NK	11
11	Ideen	Ideen	NN	Idee	dat|pl|fem	NK	9
12	thut	tut	VVFIN	tun	sg|3|pres|ind	MO	3
13	.	.	SENT	.	_	--	12

1	Selbst	Selbst	ADV	selbst	_	MO	3
2	die	die	ART	d	nom|pl|masc	NK	3
3	Ausdruͤcke	Ausdrücke	NN	Ausdruck	nom|pl|masc	SB	20
4	,	,	$,	,	_	--	3
5	Scharfsin	Scharfsinn	NN	Scharfsinn	acc|sg|masc	CJ	3
6	und	und	KON	und	_	CD	5
7	Tiefsin	Tiefsinn	NN	Tiefsinn	acc|sg|masc	CJ	6
8	,	,	$,	,	_	--	7
9	die	die	PRELS	d	nom|pl|masc	SB	18
10	weiter	weiter	ADV	weit	_	MO	18
11	nichts	nichts	PIS	nichts	*|*|neut	OA	18
12	als	als	KOKOM	als	_	MO	18
13	Grade	Grade	NN	Grad	nom|sg|masc	NK	12
14	der	der	ART	d	gen|sg|fem	NK	15
15	Vortreflichkeit	Vortrefflichkeit	NN	Vortrefflichkeit	gen|sg|fem	AG	13
16	derselbigen	derselbigen	PIS	derselbige	gen|sg|fem|pos	NK	17
17	Kraft	Kraft	NN	Kraft	gen|sg|fem	AG	15
18	bezeichnen	bezeichnen	VVINF	bezeichnen	pl|3|pres|ind	RC	3
19	,	,	$,	,	_	--	18
20	gruͤnden	gründen	VVFIN	gründen	pl|3|pres|ind	--	0
21	sich	sich	PRF	er|es|sie	acc|pl|3	OA	20
22	auf	auf	APPR	auf	_	MO	20
23	diesen	diesen	PDAT	dies	acc|sg|masc	NK	24
24	Eintheilungsgrund	Einteilungsgrund	NN	Einteilungsgrund	acc|sg|masc	NK	22
25	.	.	SENT	.	_	--	24

1	Man	Man	PIS	man	nom|sg|*	SB	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	aber	aber	ADV	aber	_	MO	2
4	uͤber	über	APPR	über	_	MO	2
5	dieses	dieses	PDAT	dies	acc|sg|neut	NK	6
6	Stuͤk	Stück	NN	Stück	acc|sg|neut	NK	4
7	der	der	ART	d	gen|sg|fem	NK	8
8	Seelenlehre	Seelenlehre	NN	Seelenlehre	gen|sg|fem	AG	6
9	,	,	$,	,	_	--	8
10	ob	ob	KOUS	ob	_	CP	28
11	man	man	PIS	man	nom|sg|*	SB	28
12	wegen	wegen	APPR	wegen	_	MO	28
13	des	des	ART	d	gen|sg|masc	NK	14
14	Grades	Grades	NN	Grad	gen|sg|masc	NK	12
15	der	der	ART	d	gen|sg|fem	NK	16
16	Vortreflichkeit	Vortrefflichkeit	NN	Vortrefflichkeit	gen|sg|fem	AG	14
17	,	,	$,	,	_	--	16
18	mit	mit	APPR	mit	_	MO	28
19	welchem	welchem	PRELS	welch	dat|sg|masc	NK	18
20	die	die	ART	d	nom|sg|fem	NK	21
21	Seele	Seele	NN	Seele	acc|sg|fem	SB	28
22	die	die	ART	d	acc|sg|fem	NK	27
23	eine	eine	PIS	ein	acc|sg|fem	NK	27
24	und	und	KON	und	_	CD	23
25	die	die	ART	d	acc|sg|fem	NK	26
26	andre	andere	ADJA	ander	acc|sg|fem|pos	CJ	24
27	Idee	Idee	NN	Idee	acc|sg|fem	OA	28
28	durchschauet	durchschauet	VVFIN	durchschauet	sg|3|pres|ind	OC	8
29	,	,	$,	,	_	--	28
30	und	und	KON	und	_	CD	28
31	wegen	wegen	APPR	wegen	_	MO	49
32	der	der	ART	d	*|sg|fem	NK	33
33	Mehrheit	Mehrheit	NN	Mehrheit	*|sg|fem	NK	31
34	der	der	ART	d	gen|pl|masc	NK	35
35	Begriffe	Begriffe	NN	Begriff	gen|pl|masc	AG	33
36	,	,	$,	,	_	--	35
37	die	die	PRELS	d	nom|pl|masc	SB	45
38	in	in	APPR	in	_	MO	45
39	den	den	ART	d	dat|pl|fem	NK	40
40	Seelenorganen	Seelenorganen	NN	Seelenorganen	dat|pl|fem	NK	38
41	zu	zu	APPR	zu	_	MO	45
42	gleicher	gleicher	ADJA	gleich	dat|sg|fem|pos	NK	43
43	Zeit	Zeit	NN	Zeit	dat|sg|fem	NK	41
44	Erschuͤtterungen	Erschütterungen	NN	Erschütterung	acc|pl|fem	OA	45
45	verursachen	verursachen	VVINF	verursachen	_	RC	35
46	,	,	$,	,	_	--	45
47	mehrere	mehrere	PIAT	mehrere	acc|pl|fem	NK	48
48	Seelenkraͤfte	Seelenkräfte	NN	Seelenkraft	acc|pl|fem	OA	49
49	annehmen	annehmen	VVINF	annehmen	_	OC	50
50	muͤsse	müsse	VMFIN	müssen	sg|3|pres|subj	CJ	30
51	,	,	$,	,	_	--	50
52	eben	eben	ADV	eben	_	MO	53
53	so	so	ADV	so	_	MO	54
54	uneinig	uneinig	ADJD	uneinig	pos	PD	2
55	;	;	SENT	;	_	--	54

1	als	als	KOUS	als	_	CP	5
2	man	man	PIS	man	nom|sg|*	SB	5
3	daruͤber	darüber	PAV	darüber	_	MO	4
4	uneinig	uneinig	ADJD	uneinig	pos	PD	5
5	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
6	,	,	$,	,	_	--	5
7	ob	ob	KOUS	ob	_	CP	30
8	man	man	PIS	man	nom|sg|*	SB	30
9	wegen	wegen	APPR	wegen	_	MO	30
10	der	der	ART	d	*|sg|fem	NK	11
11	Ungleichartigkeit	Ungleichartigkeit	NN	Ungleichartigkeit	*|sg|fem	NK	9
12	und	und	KON	und	_	CD	11
13	der	der	ART	d	dat|sg|fem	NK	14
14	Verschiedenheit	Verschiedenheit	NN	Verschiedenheit	dat|sg|fem	CJ	12
15	der	der	ART	d	gen|pl|fem	NK	16
16	Ideen	Ideen	NN	Idee	gen|pl|fem	AG	14
17	,	,	$,	,	_	--	16
18	mit	mit	APPR	mit	_	MO	22
19	denen	denen	PRELS	d	dat|pl|masc	NK	18
20	wir	wir	PPER	wir	nom|pl|*|1	SB	22
