

1	Was	Was	PWS	was	nom|sg|neut	SB	2
8	ja	ja	ADV	ja	_	MO	7
9	Ihre	Ihre	PPOSAT	Ihr	acc|sg|fem	NK	10
10	Großmuth	Großmut	NN	Großmut	acc|sg|fem	OA	7
11	.	.	SENT	.	_	--	10

1	Es	Es	PPER	es	nom|sg|neut|3	SB	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	nicht	nicht	PTKNEG	nicht	_	NG	2
4	Ihr	Ihr	PPOSAT	Ihr	nom|sg|masc	NK	5
5	Ernst	Ernst	NN	Ernst	dat|sg|masc	PD	2
6	,	,	$,	,	_	--	5
7	so	so	ADV	so	_	MO	8
8	gewiß	gewiß	ADJD	gewiß	pos	PD	2
9	,	,	$,	,	_	--	8
10	als	als	KOUS	als	_	CP	12
11	ich	ich	PPER	ich	nom|sg|*|1	SB	12
12	lebe	lebe	VVFIN	leben	sg|1|pres|ind	CC	7
13	.	.	SENT	.	_	--	12

1	So	So	ADV	so	_	MO	2
2	gewiß	gewiß	ADJD	gewiß	pos	PD	8
3	,	,	$,	,	_	--	2
4	als	als	KOUS	als	_	CP	6
5	ich	ich	PPER	ich	nom|sg|*|1	SB	6
6	lebe	lebe	VVFIN	leben	sg|1|pres|ind	CC	1
7	,	,	$,	,	_	--	6
8	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
9	es	es	PPER	es	nom|sg|neut|3	SB	8
10	mein	mein	PPOSAT	mein	nom|sg|masc	NK	11
11	Ernst	Ernst	NN	Ernst	nom|sg|masc	PD	8
12	.	.	SENT	.	_	--	11

1	Er	Er	PPER	Er	nom|sg|masc|3	SB	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	unwuͤrdig	unwürdig	ADJD	unwürdig	pos	PD	2
4	,	,	$,	,	_	--	3
5	noch	noch	ADV	noch	_	MO	10
6	einen	einen	ART	ein	acc|sg|masc	NK	7
7	Augenblick	Augenblick	NN	Augenblick	acc|sg|masc	OA	10
8	von	von	APPR	von	_	PG	7
9	Ihnen	Ihnen	PPER	Sie	dat|pl|*|3	NK	8
10	geliebt	geliebt	VVPP	lieben	_	OC	12
11	zu	zu	PTKZU	zu	_	PM	12
12	werden	werden	VAINF	werden	_	OC	3
13	.	.	SENT	.	_	--	12

1	Und	Und	KON	und	_	JU	3
2	ich	ich	PPER	ich	nom|sg|*|1	SB	3
3	werde	werde	VAFIN	werden	sg|1|pres|ind	--	0
4	ihn	ihn	PPER	er	acc|sg|masc|3	OA	6
5	ewig	ewig	ADJD	ewig	pos	MO	6
6	lieben	lieben	VVINF	lieben	_	OC	3
7	.	.	SENT	.	_	--	6

1	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	2
2	kennen	kennen	VVFIN	kennen	pl|3|pres|ind	--	0
3	ihn	ihn	PPER	er	acc|sg|masc|3	OA	2
4	nicht	nicht	PTKNEG	nicht	_	NG	2
5	.	.	SENT	.	_	--	4

1	Besser	Besser	ADJD	gut	comp	PD	6
2	als	als	KOUS	als	_	CM	3
3	Sie	Sie	PPER	Sie	nom|pl|*|3	CC	1
4	,	,	$,	,	_	--	3
5	mein	mein	PPOSAT	mein	nom|sg|masc	NK	6
6	Herr	Herr	NN	Herr	nom|sg|masc	--	0
7	.	.	SENT	.	_	--	6

1	Ihre	Ihre	PPOSAT	Ihr	nom|sg|fem	NK	3
2	natuͤrliche	natürliche	ADJA	natürlich	nom|sg|fem|pos	NK	3
3	Neigung	Neigung	NN	Neigung	nom|sg|fem	SB	10
4	zur	zur	APPRART	zur	dat|sg|fem	MNR	3
5	Aufrichtigkeit	Aufrichtigkeit	NN	Aufrichtigkeit	dat|sg|fem	NK	4
6	,	,	$,	,	_	--	5
7	Ihr	Ihr	PPOSAT	Ihr	nom|sg|neut	NK	9
8	gutes	gutes	ADJA	gut	nom|sg|neut|pos	NK	9
9	Zutrauen	Zutrauen	NN	Zutrauen	nom|sg|neut	SB	10
10	macht	macht	VVFIN	machen	sg|3|pres|ind	--	0
11	,	,	$,	,	_	--	10
12	daß	daß	KOUS	daß	_	CP	17
13	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	17
14	ihn	ihn	PPER	er	acc|sg|masc|3	OA	17
15	fuͤr	für	APPR	für	_	MO	17
16	aufrichtig	aufrichtig	ADJD	aufrichtig	pos	NK	15
17	halten	halten	VVINF	halten	_	OC	10
18	;	;	SENT	;	_	--	17

1	aber	aber	KON	aber	_	MO	2
2	dadurch	dadurch	PAV	dadurch	_	MO	3
3	wird	wird	VAFIN	werden	sg|3|pres|ind	--	0
4	er	er	PPER	er	nom|sg|masc|3	SB	3
5	'	'	$'	'	_	--	4
6	s	s	PPER	es	_	APP	4
7	nicht	nicht	PTKNEG	nicht	_	NG	3
8	.	.	SENT	.	_	--	7

1	Geben	Geben	VVFIN	geben	pl|3|pres|ind	--	0
2	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	1
3	mir	mir	PPER	ich	dat|sg|*|1	DA	1
4	die	die	ART	d	acc|pl|fem	NK	5
5	Waffen	Waffen	NN	Waffe	acc|pl|fem	SB	1
6	wider	wider	APPR	wider	_	MO	1
7	Sie	Sie	PPER	Sie	acc|pl|*|3	NK	6
8	nicht	nicht	PTKNEG	nicht	_	NG	1
9	in	in	APPR	in	_	MO	1
10	die	die	ART	d	acc|sg|fem	NK	11
11	Hand	Hand	NN	Hand	acc|sg|fem	NK	9
12	.	.	SENT	.	_	--	11

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	2
2	habe	habe	VAFIN	haben	sg|1|pres|ind	--	0
3	Sie	Sie	PPER	Sie	nom|sg|fem|3	OA	9
4	und	und	KON	und	_	CD	3
5	meinen	meinen	PPOSAT	mein	acc|sg|masc	NK	6
6	Liebhaber	Liebhaber	NN	Liebhaber	acc|sg|masc	CJ	4
7	fuͤr	für	APPR	für	_	MO	9
8	aufrichtig	aufrichtig	ADJD	aufrichtig	pos	NK	7
9	gehalten	gehalten	VVPP	halten	_	OC	2
10	.	.	SENT	.	_	--	9

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	2
2	will	will	VMFIN	wollen	sg|1|pres|ind	--	0
3	mich	mich	PPER	ich	acc|sg|1	OA	4
4	betrogen	betrogen	VVPP	betrügen	_	OC	5
5	haben	haben	VAINF	haben	_	OC	2
6	.	.	SENT	.	_	--	5

1	Aber	Aber	KON	aber	_	JU	3
2	wen	wen	PWS	wenn	acc|sg|masc	OA	6
3	soll	soll	VMFIN	sollen	sg|1|pres|ind	--	0
4	ich	ich	PPER	ich	nom|sg|*|1	SB	3
5	zuerst	zuerst	ADV	zuerst	_	MO	6
6	hassen	hassen	VVINF	hassen	_	OC	3
7	?	?	SENT	?	_	--	6

1	Ist	Ist	VAFIN	sein	sg|3|pres|ind	--	0
2	Ihnen	Ihnen	PPER	Sie	dat|pl|*|3	DA	7
3	etwas	etwas	ADV	etwas	*|*|neut	MO	7
4	an	an	APPR	an	_	MNR	3
5	meiner	meiner	PPOSAT	mein	dat|sg|fem	NK	6
6	Freundschaft	Freundschaft	NN	Freundschaft	dat|sg|fem	NK	4
7	gelegen	gelegen	VVPP	liegen	_	SB	1
8	:	:	SENT	:	_	--	7

1	so	so	ADV	so	_	MO	2
2	schweigen	schweigen	VVFIN	schweigen	pl|3|pres|ind	--	0
3	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	2
4	.	.	SENT	.	_	--	3

1	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	2
2	veraͤndern	verändern	VVFIN	verändern	pl|3|pres|ind	--	0
3	mein	mein	PPOSAT	mein	acc|sg|neut	NK	5
4	ganzes	ganzes	ADJA	ganz	acc|sg|neut|pos	NK	5
5	Herz	Herz	NN	Herz	acc|sg|neut	OA	2
6	.	.	SENT	.	_	--	5

1	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	2
2	haben	haben	VAFIN	haben	pl|3|pres|ind	--	0
3	mir	mir	PRF	ich	dat|sg|*|1	DA	9
4	und	und	KON	und	_	CD	3
5	meinem	meinem	PPOSAT	mein	dat|sg|neut	NK	6
6	Hause	Hause	NN	Haus	dat|sg|neut	CJ	4
7	viel	viel	PIAT	viel	*|*|*	NK	8
8	Wohlthaten	Wohltaten	NN	Wohltat	nom|pl|fem	SB	2
9	erwiesen	erwiesen	VVPP	erweisen	_	OC	2
10	;	;	SENT	;	_	--	9

1	aber	aber	KON	aber	_	MO	2
2	dadurch	dadurch	PAV	dadurch	_	MO	7
3	haben	haben	VAFIN	haben	pl|3|pres|ind	--	0
4	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	3
5	kein	kein	PIAT	kein	acc|sg|neut	NK	6
6	Recht	Recht	NN	Recht	acc|sg|neut	OA	7
7	erlangt	erlangt	VVPP	erlangen	_	OC	3
8	,	,	$,	,	_	--	7
9	mit	mit	APPR	mit	_	MO	13
10	mir	mir	PPER	ich	dat|sg|*|1	NK	9
11	eigennuͤtzig	eigennützig	ADJD	eigennützig	pos	MO	13
12	zu	zu	PTKZU	zu	_	PM	13
13	handeln	handeln	VVINF	handeln	_	OC	6
14	.	.	SENT	.	_	--	13

1	Waͤre	Wäre	VAFIN	sein	sg|3|past|subj	--	0
2	es	es	PPER	es	nom|sg|neut|3	SB	1
3	Ihrem	Ihrem	PPOSAT	Ihr	dat|sg|masc	NK	4
4	Charakter	Charakter	NN	Charakter	dat|sg|masc	DA	6
5	nicht	nicht	PTKNEG	nicht	_	NG	1
6	gemaͤßer	gemäßer	VVPP	gemäßer	_	PD	1
7	,	,	$,	,	_	--	6
8	mich	mich	PRF	ich	acc|sg|*|1	OA	11
9	tugendhaft	tugendhaft	ADJD	tugendhaft	pos	MO	11
10	zu	zu	PTKZU	zu	_	PM	11
11	erhalten	erhalten	VVINF	erhalten	_	RE	2
12	,	,	$,	,	_	--	11
13	als	als	KOKOM	als	_	CM	19
14	daß	daß	KOUS	daß	_	CP	19
15	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	19
16	mich	mich	PPER	ich	acc|sg|*|1	OA	18
17	niedertraͤchtig	niederträchtig	ADJD	niederträchtig	pos	MO	18
18	machen	machen	VVINF	machen	_	OC	19
19	wollen	wollen	VMFIN	wollen	pl|1|pres|ind	CC	6
20	?	?	SENT	?	_	--	19

1	Warum	Warum	PWAV	warum	_	MO	2
2	reden	reden	VVFIN	reden	pl|3|pres|ind	--	0
3	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	2
4	denn	denn	ADV	denn	_	MO	2
5	nur	nur	ADV	nur	_	MO	6
6	heute	heute	ADV	heute	_	MO	2
7	so	so	ADV	so	_	MO	2
8	?	?	SENT	?	_	--	7

1	Weil	Weil	KOUS	weil	_	CP	7
2	ichs	ich's	PPER	ich	nom|sg|*	SB	7
3	erst	erst	ADV	erst	_	MO	4
4	heute	heute	ADV	heute	_	MO	6
5	gewiß	gewiß	ADJD	gewiß	_	MO	6
6	erfahren	erfahren	VVPP	erfahren	_	OC	7
7	habe	habe	VAFIN	haben	sg|3|pres|subj	--	0
8	.	.	SENT	.	_	--	7

1	Wenn	Wenn	KOUS	wenn	_	CP	5
2	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	5
3	mir	mir	PPER	ich	dat|sg|*|1	DA	5
4	nicht	nicht	PTKNEG	nicht	_	NG	5
5	glauben	glauben	VVINF	glauben	_	--	0
6	:	:	SENT	:	_	--	5

1	so	so	ADV	so	_	MO	2
2	glauben	glauben	VVFIN	glauben	pl|3|pres|ind	--	0
3	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	2
4	wenigstens	wenigstens	ADV	wenigstens	_	MO	2
5	Ihrer	Ihrer	PPOSAT	Ihr	dat|sg|masc	NK	6
6	Jungfer	Jungfer	NN	Jungfer	dat|sg|masc	DA	2
7	Schwester	Schwester	NN	Schwester	nom|sg|fem	NK	6
8	und	und	KON	und	_	CD	6
9	meinem	meinem	PPOSAT	mein	dat|sg|masc	NK	10
10	Muͤndel	Mündel	NN	Mündel	dat|sg|neut	CJ	8
11	.	.	SENT	.	_	--	10

1	Das	Das	PDS	d	nom|sg|neut	SB	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	schrecklich	schrecklich	ADJA	schrecklich	pos	PD	2
4	.	.	SENT	.	_	--	3

1	Haben	Haben	VAFIN	haben	pl|3|pres|ind	--	0
2	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	1
3	diese	diese	PDAT	dies	acc|sg|fem	OA	8
4	auch	auch	ADV	auch	_	MO	5
5	auf	auf	APPR	auf	_	MO	8
6	Ihre	Ihre	PPOSAT	Ihr	acc|sg|fem	NK	7
7	Seite	Seite	NN	Seite	acc|sg|fem	NK	5
8	gezogen	gezogen	VVPP	ziehen	_	OC	1
9	?	?	SENT	?	_	--	8

1	Ja	Ja	PTKANT	ja	_	DM	4
2	,	,	$,	,	_	--	1
3	Sie	Sie	PPER	Sie	nom|pl|fem|3	SB	4
4	sind	sind	VAFIN	sein	pl|3|pres|ind	--	0
5	auf	auf	APPR	auf	_	MO	4
6	meiner	meiner	PPOSAT	mein	dat|sg|fem	NK	7
7	Seite	Seite	NN	Seite	dat|sg|fem	NK	5
8	,	,	$,	,	_	--	7
9	so	so	PTKREL	so	_	MO	10
10	wohl	wohl	ADV	wohl	_	MO	11
11	als	als	KOKOM	als	_	APP	7
12	Ihr	Ihr	PPOSAT	Ihr	nom|sg|masc	NK	13
13	Herr	Herr	NN	Herr	nom|sg|masc	NK	11
14	Vater	Vater	NN	Vater	nom|sg|masc	NK	13
15	.	.	SENT	.	_	--	14

1	Und	Und	KON	und	_	JU	14
2	ehe	ehe	KOUS	ehe	_	CP	4
3	ich	ich	PPER	ich	nom|sg|*|1	SB	4
4	zugebe	zugebe	VVFIN	zugebe	sg|1|pres|ind	MO	20
5	,	,	$,	,	_	--	4
6	daß	daß	KOUS	daß	_	CP	11
7	ein	ein	ART	ein	nom|sg|masc	NK	8
8	Niedertraͤchtiger	Niederträchtiger	NN	Niederträchtiger	nom|sg|masc	SB	11
9	Ihr	Ihr	PPOSAT	Ihr	nom|sg|masc	NK	10
10	Mann	Mann	NN	Mann	nom|sg|masc	PD	11
11	wird	wird	VAFIN	werden	sg|3|pres|ind	OC	4
12	,	,	$,	,	_	--	11
13	ehe	ehe	KOUS	ehe	_	MO	14
14	will	will	VMFIN	wollen	sg|1|pres|ind	--	0
15	ich	ich	PPER	ich	nom|sg|*|1	SB	14
16	mich	mich	PRF	ich	acc|sg|1	OA	20
17	der	der	ART	d	gen|sg|fem	NK	19
18	groͤßten	größten	ADJA	groß	gen|sg|fem|sup	NK	19
19	Gefahr	Gefahr	NN	Gefahr	gen|sg|fem	DA	20
20	aussetzen	aussetzen	VVINF	aussetzen	_	OC	14
21	.	.	SENT	.	_	--	20

1	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	2
2	sind	sind	VAFIN	sein	pl|3|pres|ind	--	0
3	viel	viel	ADV	viel	_	MO	5
4	zu	zu	PTKA	zu	_	MO	5
5	edel	edel	ADJD	edel	pos	PD	2
6	,	,	$,	,	_	--	5
7	viel	viel	ADV	viel	_	MO	9
8	zu	zu	APPR	zu	_	MO	9
9	liebenswuͤrdig	liebenswürdig	ADJD	liebenswürdig	pos	CJ	5
10	fuͤr	für	APPR	für	_	MO	9
11	ihn	ihn	PPER	er	acc|sg|masc|3	NK	10
12	.	.	SENT	.	_	--	11

1	Wollen	Wollen	VMFIN	wollen	pl|3|pres|ind	--	0
2	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	1
3	mir	mir	PPER	ich	dat|sg|*|1	DA	9
4	denn	denn	ADV	denn	_	MO	1
5	etwa	etwa	ADV	etwa	_	MO	1
6	selbst	selbst	PRF	selbst	_	MO	9
7	Ihr	Ihr	PPOSAT	Ihr	nom|sg|neut	NK	8
8	Herz	Herz	NN	Herz	acc|sg|neut	OA	9
9	anbieten	anbieten	VVINF	anbieten	_	OC	1
10	?	?	SENT	?	_	--	9

1	Muß	Muß	VMFIN	müssen	sg|3|pres|ind	--	0
2	er	er	PPER	er	nom|sg|masc|3	SB	1
3	nur	nur	ADV	nur	_	MO	4
4	darum	darum	PAV	darum	_	MO	7
5	ein	ein	ART	ein	nom|sg|masc	NK	6
6	Betruͤger	Betrüger	NN	Betrüger	nom|sg|masc	PD	7
7	seyn	sein	VAINF	sein	_	OC	1
8	,	,	$,	,	_	--	7
9	weil	weil	KOUS	weil	_	CP	16
10	ich	ich	PPER	ich	nom|sg|*|1	SB	16
11	in	in	APPR	in	_	MO	16
12	Ihren	Ihren	PPOSAT	Ihr	dat|pl|neut	NK	13
13	Augen	Augen	NN	Auge	dat|pl|neut	NK	11
14	so	so	ADV	so	_	MO	15
15	liebenswuͤrdig	liebenswürdig	ADJD	liebenswürdig	pos	PD	16
16	bin	bin	VAFIN	sein	sg|1|pres|ind	RE	4
17	?	?	SENT	?	_	--	16

1	Und	Und	KON	und	_	JU	3
2	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	3
3	glauben	glauben	VVFIN	glauben	pl|3|pres|ind	--	0
4	,	,	$,	,	_	--	3
5	daß	daß	KOUS	daß	_	CP	14
6	sich	sich	PRF	er|es|sie	acc|sg|3	OA	13
7	ein	ein	ART	ein	nom|sg|neut	NK	9
8	edles	edles	ADJA	edel	nom|sg|neut|pos	NK	9
9	Herz	Herz	NN	Herz	nom|sg|neut	SB	14
10	auf	auf	APPR	auf	_	MO	13
11	diese	diese	PDAT	dies	acc|sg|fem	NK	12
12	Art	Art	NN	Art	acc|sg|fem	NK	10
13	gewinnen	gewinnen	VVINF	gewinnen	_	OC	14
14	laͤßt	läßt	VVFIN	lassen	sg|3|pres|ind	OC	3
15	?	?	SENT	?	_	--	14

1	Nunmehr	Nunmehr	ADV	nunmehr	_	MO	2
2	muß	muß	VMFIN	müssen	sg|1|pres|ind	--	0
3	ich	ich	PPER	ich	nom|sg|*|1	SB	2
4	entweder	entweder	ADV	entweder	_	CD	7
5	nicht	nicht	PTKNEG	nicht	_	NG	7
6	tugendhaft	tugendhaft	ADJD	tugendhaft	pos	PD	7
7	seyn	sein	VAINF	sein	_	OC	2
8	oder	oder	KON	oder	_	CD	4
9	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	10
10	hassen	hassen	VVINF	hassen	pl|3|pres|ind	CJ	8
11	.	.	SENT	.	_	--	10

1	Und	Und	KON	und	_	JU	3
2	bald	bald	ADV	bald	_	MO	9
3	werde	werde	VAFIN	werden	sg|1|pres|ind	--	0
4	ich	ich	PPER	ich	nom|sg|*|1	SB	3
5	Sie	Sie	PPER	Sie	acc|*|*|3	OA	8
6	nicht	nicht	PTKNEG	nicht	_	NG	9
7	mehr	mehr	ADV	mehr	_	MO	6
8	ansehn	ansehn	VVINF	ansehn	_	OC	9
9	koͤnnen	können	VMFIN	können	_	OC	3
10	.	.	SENT	.	_	--	9

1	Machen	Machen	VVIMP	machen	pl|3|pres|ind	--	0
2	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	1
3	mir	mir	PPER	ich	dat|sg|*|1	DA	1
4	noch	noch	ADV	noch	_	MO	1
5	so	so	ADV	so	_	MO	6
6	viele	viele	PIAT	viel	acc|pl|masc	NK	7
7	Vorwuͤrfe	Vorwürfe	NN	Vorwurf	acc|pl|masc	OA	1
8	.	.	SENT	.	_	--	7

1	Die	Die	ART	d	nom|pl|fem	NK	3
2	groͤßten	größten	ADJA	groß	acc|pl|fem|sup	NK	3
3	Beschuldigungen	Beschuldigungen	NN	Beschuldigung	acc|pl|fem	SB	11
4	,	,	$,	,	_	--	3
5	die	die	PRELS	d	nom|pl|fem	SB	9
6	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	9
7	wider	wider	APPR	wider	_	MO	9
8	mich	mich	PPER	ich	acc|sg|*|1	NK	7
9	ausstoßen	ausstoßen	VVINF	ausstoßen	pl|3|pres|ind	RC	3
10	,	,	$,	,	_	--	9
11	sind	sind	VAFIN	sein	pl|3|pres|ind	--	0
12	nichts	nichts	PIS	nichts	*|*|neut	SB	11
13	als	als	KOKOM	als	_	CM	14
14	Beweise	Beweise	NN	Beweis	nom|pl|masc	CC	12
15	Ihres	Ihres	PPOSAT	Ihr	gen|sg|neut	NK	17
16	aufrichtigen	aufrichtigen	ADJA	aufrichtigen	gen|sg|neut|pos	NK	17
17	Herzens	Herzens	NN	Herz	gen|sg|neut	AG	14
18	.	.	SENT	.	_	--	17

1	Die	Die	ART	d	nom|sg|fem	NK	2
2	Meynung	Meinung	NN	Meinung	nom|sg|fem	SB	9
3	,	,	$,	,	_	--	2
4	in	in	APPR	in	_	MO	7
5	der	der	PRELS	d	dat|sg|fem	NK	4
6	Sie	Sie	PPER	Sie	dat|sg|fem	SB	7
7	stehen	stehen	VVINF	stehen	pl|3|pres|ind	RC	2
8	,	,	$,	,	_	--	7
9	rechtfertiget	rechtfertiget	VVFIN	rechtfertiget	sg|3|pres|ind	--	0
10	sie	sie	PPER	Sie	nom|sg|fem|3	SB	9
11	alle	alle	PIS	all	acc|pl|*	OA	9
12	.	.	SENT	.	_	--	11

1	Und	Und	KON	und	_	JU	3
2	ich	ich	PPER	ich	nom|sg|*|1	SB	3
3	wuͤrde	würde	VAFIN	werden	sg|3|past|subj	--	0
4	Sie	Sie	PPER	Sie	nom|sg|fem|3	OA	6
5	vielleicht	vielleicht	ADV	vielleicht	_	MO	6
6	hassen	hassen	VVINF	hassen	_	OC	3
7	,	,	$,	,	_	--	6
8	wenn	wenn	KOUS	wenn	_	CP	14
9	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	14
10	mein	mein	PPOSAT	mein	acc|sg|neut	NK	11
11	Anbringen	Anbringen	NN	Anbringen	acc|sg|neut	OA	13
12	gelassener	gelassener	ADJD	gelassen	comp	MO	13
13	angehoͤrt	angehört	VVPP	anhören	_	OC	14
14	haͤtten	hätten	VAFIN	haben	pl|3|past|subj	MO	6
15	.	.	SENT	.	_	--	14

1	Genug	Genug	ADV	genug	_	--	0
2	.	.	SENT	.	_	--	1
3	.	.	SENT	.	_	UC	2
4	.	.	SENT	.	_	UC	3

1	Das	Das	PDS	d	nom|sg|neut	SB	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	ein	ein	ART	ein	nom|sg|masc	NK	5
4	neuer	neuer	ADJA	neu	nom|sg|masc|pos	NK	5
5	Kunstgriff	Kunstgriff	NN	Kunstgriff	nom|sg|masc	PD	2
6	.	.	SENT	.	_	--	5

1	Mein	Mein	PPOSAT	mein	nom|sg|masc	NK	2
2	Herr	Herr	NN	Herr	nom|sg|masc	SB	17
3	,	,	$,	,	_	--	2
4	Ihre	Ihre	PPOSAT	Ihr	nom|sg|fem	NK	5
5	List	List	NN	List	dat|sg|masc	CJ	2
6	,	,	$,	,	_	--	5
7	wenn	wenn	KOUS	wenn	_	CP	10
8	es	es	PPER	es	nom|sg|neut|3	SB	10
9	eine	eine	ART	ein	nom|sg|fem	PD	10
10	ist	ist	VAFIN	sein	sg|3|pres|ind	MNR	2
11	,	,	$,	,	_	--	10
12	und	und	KON	und	_	CD	10
13	sie	sie	PPER	Sie	nom|sg|fem|3	SB	14
14	ist	ist	VAFIN	sein	sg|3|pres|ind	CJ	12
15	es	es	PPER	es	nom|sg|neut|3	SB	14
16	,	,	$,	,	_	--	15
17	sey	sei	VAFIN	sein	sg|3|pres|subj	--	0
18	verwuͤnscht	verwünscht	VVPP	verwünscht	_	PD	17
19	!	!	SENT	!	_	--	18

1	Wie	Wie	PWAV	wie	_	--	0
2	?	?	SENT	?	_	--	1

1	Er	Er	PPER	Er	nom|sg|masc|3	--	0
2	,	,	$,	,	_	--	1
3	den	den	PRELS	d	acc|sg|masc	OA	7
4	ich	ich	PPER	ich	nom|sg|*|1	SB	7
5	wie	wie	KOKOM	wie	_	MO	7
6	mich	mich	PPER	ich	acc|sg|*|1	OA	7
7	liebe	liebe	ADJA	lieb	sg|1|pres|ind	RC	1
8	?	?	SENT	?	_	--	7

1	.	.	SENT	.	_	--	5
2	.	.	SENT	.	_	UC	1
3	.	.	SENT	.	_	UC	2
4	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	5
5	wollen	wollen	VMFIN	wollen	pl|3|pres|ind	--	0
6	sich	sich	PRF	er|es|sie	acc|pl|3	OA	10
7	an	an	APPR	an	_	MO	10
8	seine	seine	PPOSAT	sein	acc|sg|fem	NK	9
9	Stelle	Stelle	NN	Stelle	acc|sg|fem	NK	7
10	setzen	setzen	VVINF	setzen	_	OC	5
11	?	?	SENT	?	_	--	10

1	Ist	Ist	VAFIN	sein	sg|3|pres|ind	--	0
2	es	es	PPER	es	nom|sg|neut|3	SB	1
3	moͤglich	möglich	ADJD	möglich	pos	PD	1
4	?	?	SENT	?	_	--	3

1	Dieser	Dieser	PDAT	dies	nom|sg|masc	NK	2
2	Vorwurf	Vorwurf	NN	Vorwurf	nom|sg|masc	SB	3
3	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
4	der	der	ART	d	nom|sg|masc	NK	5
5	bitterste	bitterste	ADJA	bitter	nom|sg|masc|sup	PD	3
6	;	;	SENT	;	_	--	5

1	aber	aber	ADV	aber	_	JU	4
2	auch	auch	ADV	auch	_	MO	3
3	den	den	ART	d	acc|sg|masc	OA	6
4	will	will	VMFIN	wollen	sg|1|pres|ind	--	0
5	ich	ich	PPER	ich	nom|sg|*|1	SB	4
6	verschmerzen	verschmerzen	VVINF	verschmerzen	_	OC	4
7	.	.	SENT	.	_	--	6

1	Es	Es	PPER	es	nom|sg|neut|3	SB	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	wahr	wahr	ADJD	wahr	pos	PD	2
4	,	,	$,	,	_	--	3
5	daß	daß	KOUS	daß	_	CP	9
6	ich	ich	PPER	ich	nom|sg|*|1	SB	9
7	Sie	Sie	PPER	Sie	nom|sg|*|3	OA	9
8	ungemein	ungemein	ADJD	ungemein	pos	MO	9
9	hochachte	hochachte	ADJA	hochachte	sg|3|past|ind	RE	1
10	;	;	SENT	;	_	--	9

1	aber	aber	KON	aber	_	JU	3
2	ich	ich	PPER	ich	nom|sg|*|1	SB	3
3	habe	habe	VAFIN	haben	sg|1|pres|ind	--	0
4	ein	ein	ART	ein	acc|sg|neut	NK	6
5	sicheres	sicheres	ADJA	sicher	acc|sg|neut|comp	NK	6
6	Mittel	Mittel	NN	Mittel	acc|sg|neut	OA	3
7	,	,	$,	,	_	--	6
8	Ihnen	Ihnen	PPER	Sie	dat|pl|*|3	DA	16
9	diesen	diesen	PDAT	dies	acc|sg|masc	NK	11
10	grausamen	grausamen	ADJA	grausam	acc|sg|masc|pos	NK	11
11	Gedanken	Gedanken	NN	Gedanke	acc|sg|masc	OA	16
12	von	von	APPR	von	_	MO	16
13	meiner	meiner	PPOSAT	mein	dat|sg|fem	NK	14
14	Niedertraͤchtigkeit	Niederträchtigkeit	NN	Niederträchtigkeit	dat|sg|fem	NK	12
15	zu	zu	PTKZU	zu	_	PM	16
16	benehmen	benehmen	VVINF	benehmen	_	OC	6
17	.	.	SENT	.	_	--	16

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	2
2	will	will	VMFIN	wollen	sg|1|pres|ind	--	0
3	Ihnen	Ihnen	PPER	Sie	dat|pl|*|3	DA	4
4	versprechen	versprechen	NN	Versprechen	_	OC	2
5	,	,	$,	,	_	--	4
6	Ihr	Ihr	PPOSAT	Ihr	acc|sg|neut	NK	7
7	Haus	Haus	NN	Haus	acc|sg|neut	OA	11
8	nicht	nicht	PTKNEG	nicht	_	NG	11
9	mehr	mehr	ADV	mehr	_	MO	8
