Bergpolizeiverordnung	NN	Bergpolizeiverordnung
und	KON	und
die	ART	die
Arbeiter	NN	Arbeiter
gesichert	VVPP	sichern
sind	VAFIN	sein
.	$.	.
§	NN	§
17	CARD	@card@
(	$(	(
1	CARD	@card@
)	$(	)
Der	ART	die
Abraum	NN	Abraum
musz	NE	musz
von	APPR	von
oben	ADV	oben
nach	APPR	nach
unten	ADV	unten
beseitigt	VVPP	beseitigen
werden	VAFIN	werden
,	$,	,
wenn	KOUS	wenn
nötig	ADJD	nötig
,	$,	,
in	APPR	in
Abstufungen	NN	Abstufung
.	$.	.
Unterhöhlen	VVINF	unterhöhlen
ist	VAFIN	sein
verboten	VVPP	verbieten
(	$(	(
2	CARD	@card@
)	$(	)
Mit	APPR	mit
der	ART	die
Gewinnung	NN	Gewinnung
des	ART	die
Gesteins	NN	Gestein
darf	VMFIN	dürfen
erst	ADV	erst
begonnen	VVPP	beginnen
werden	VAINF	werden
,	$,	,
wenn	KOUS	wenn
der	ART	die
Abraum	NN	Abraum
auf	APPR	auf
ihm	PPER	er
sauber	ADJD	sauber
entfernt	VVPP	entfernen
ist	VAFIN	sein
.	$.	.
(	$(	(
3	CARD	@card@
)	$(	)
Bei	APPR	bei
einer	ART	eine
Höhe	NN	Höhe
des	ART	die
Abraums	NN	Abraum
von	APPR	von
6	CARD	@card@
m	NN	m
und	KON	und
darüber	PAV	darüber
must	VVFIN	must
der	ART	die
Fusz	NE	Fusz
des	ART	die
Abraumstoszes	NN	Abraumstoszes
dem	ART	die
Bruchrande	NN	Bruchrande
des	ART	die
freigelegten	ADJA	freigelegt
Gesteins	NN	Gestein
ständig	ADJD	ständig
wenigstens	ADV	wenigstens
3	CARD	@card@
m	NN	m
vorangehen	VVINF	vorangehen
(	$(	(
Schutzstreifen	NN	Schutzstreifen
)	$(	)
,	$,	,
wenn	KOUS	wenn
der	ART	die
Abraum	NN	Abraum
nicht	PTKNEG	nicht
durch	APPR	durch
Mauerung	NN	Mauerung
oder	KON	oder
sonstige	ADJA	sonstig
Schutzmittel	NN	Schutzmittel
gegen	APPR	gegen
Hereinbrechen	NN	Hereinbrechen
gesichert	VVPP	sichern
ist	VAFIN	sein
,	$,	,
Bei	APPR	bei
geringerer	ADJA	gering
Höhe	NN	Höhe
des	ART	die
Abraums	NN	Abraum
soll	VMFIN	sollen
dieser	PDAT	dies
Abstand	NN	Abstand
mindestens	ADV	mindestens
gleich	ADJD	gleich
der	ART	die
halben	ADJA	halb
Höhe	NN	Höhe
des	ART	die
Abraums	NN	Abraum
,	$,	,
aber	ADV	aber
nicht	PTKNEG	nicht
geringer	ADJD	gering
als	KOKOM	als
1,5	CARD	@card@
m	NN	m
sein	VAINF	sein
.	$.	.
(	$(	(
4	CARD	@card@
)	$(	)
Bei	APPR	bei
losem	ADJA	los
rolligem	ADJA	rolligem
Gebirge	NN	Gebirge
oder	KON	oder
bei	APPR	bei
Schuttmassen	NN	Schuttmasse
darf	VMFIN	dürfen
der	ART	die
Böschungswinkel	NN	Böschungswinkel
nicht	PTKNEG	nicht
mehr	ADV	mehr
als	KOKOM	als
60	CARD	@card@
°	NN	°
betragen	VVPP	betragen
,	$,	,
wenn	KOUS	wenn
die	ART	die
Böschung	NN	Böschung
nicht	PTKNEG	nicht
durch	APPR	durch
Mauern	NN	Mauer
gegen	APPR	gegen
Abrutschen	NN	Abrutschen
genügend	ADJD	genügend
gesichert	VVPP	sichern
ist	VAFIN	sein
.	$.	.
(	$(	(
5	CARD	@card@
)	$(	)
Abraum	NN	Abraum
=	$(	=
und	KON	und
andere	PIS	andere
Halden	NN	Halde
müssen	VMFIN	müssen
von	APPR	von
Wasserläufen	NN	Wasserlauf
so	ADV	so
weit	ADJD	weit
entfernt	ADJD	entfernt
bleiben	VVINF	bleiben
,	$,	,
dasz	VVFIN	dasz
auch	ADV	auch
bei	APPR	bei
höchstem	ADJA	hoch
Wasserstand	NN	Wasserstand
nichts	PIS	nichts
abgespült	VVPP	abspülen
werden	VAINF	werden
kann	VMFIN	können
.	$.	.
§	NN	§
18	CARD	@card@
(	$(	(
1	CARD	@card@
)	$(	)
Der	ART	die
Abbau	NN	Abbau
hat	VAFIN	haben
in	APPR	in
der	ART	die
Regel	NN	Regel
von	APPR	von
oben	ADV	oben
herunter	ADV	herunter
in	APPR	in
Abstufungen	NN	Abstufung
(	$(	(
Strossen	NN	Strosse
)	$(	)
zu	PTKZU	zu
erfolgen	VVINF	erfolgen
.	$.	.
(	$(	(
2	CARD	@card@
)	$(	)
Bei	APPR	bei
massigem	ADJA	massig
,	$,	,
nicht	PTKNEG	nicht
zerklüftetem	ADJA	zerklüftetem
Gestein	NN	Gestein
kann	VMFIN	können
der	ART	die
Abbau	NN	Abbau
in	APPR	in
einer	ART	eine
Bruchwand	NN	Bruchwand
geführt	VVPP	führen
werden	VAINF	werden
,	$,	,
die	PRELS	die
aber	ADV	aber
nicht	PTKNEG	nicht
überhängen	VVINF	überhängen
darf	VMFIN	dürfen
.	$.	.
(	$(	(
3	CARD	@card@
)	$(	)
Ein	ART	eine
planmäsziges	ADJA	planmäsziges
Unterhöhlen	VVFIN	unterhöhlen
des	ART	die
Abbaustoszes	NN	Abbaustoszes
ist	VAFIN	sein
nur	ADV	nur
mit	APPR	mit
Genehmigung	NN	Genehmigung
des	ART	die
Bergrevierbeamten	NN	Bergrevierbeamten
gestattet	VVPP	gestatten|statten
.	$.	.
Sonst	ADV	sonst
ist	VAFIN	sein
das	ART	die
Überhängenlassen	NN	Überhängenlassen
einer	ART	eine
Wand	NN	Wand
dort	ADV	dort
gestattet	VVPP	gestatten|statten
,	$,	,
wo	PWAV	wo
bei	APPR	bei
bekannt	ADJD	bekannt
festem	ADJA	fest
Gestein	NN	Gestein
die	ART	die
natürlichen	ADJA	natürlich
Kluftflächen	NN	Kluftflächen
ein	ART	eine
geringes	ADJA	gering
Überhängen	NN	Überhängen
der	ART	die
Abbaustösze	NN	Abbaustösze
verursachen	VVFIN	verursachen
,	$,	,
wenn	KOUS	wenn
dadurch	PAV	dadurch
die	ART	die
Sicherheit	NN	Sicherheit
der	ART	die
Arbeiter	NN	Arbeiter
nicht	PTKNEG	nicht
leidet	VVFIN	leiden
.	$.	.
§	NN	§
19	CARD	@card@
(	$(	(
1	CARD	@card@
)	$(	)
Vor	APPR	vor
jedem	PIAT	jede
Beginn	NN	Beginn
der	ART	die
Arbeit	NN	Arbeit
,	$,	,
besonders	ADV	besonders
nach	APPR	nach
jeder	PIAT	jede
Sprengung	NN	Sprengung
,	$,	,
hat	VAFIN	haben
der	ART	die
Aufseher	NN	Aufseher
die	ART	die
Stösze	NN	Stösze
,	$,	,
vor	APPR	vor
denen	PRELS	die
gearbeitet	VVPP	arbeiten
wird	VAFIN	werden
,	$,	,
auf	APPR	auf
das	ART	die
Vohandensein	NN	Vohandensein
von	APPR	von
losen	ADJA	los
Massen	NN	Masse
zu	PTKZU	zu
untersuchen	VVINF	untersuchen
.	$.	.
(	$(	(
2	CARD	@card@
)	$(	)
Diese	PDAT	dies
Untersuchungen	NN	Untersuchung
haben	VAFIN	haben
sich	PRF	sich
auch	ADV	auch
auf	APPR	auf
den	ART	die
Abraum	NN	Abraum
zu	PTKZU	zu
erstrecken	VVINF	erstrecken
.	$.	.
Sie	PPER	Sie
sind	VAFIN	sein
besonders	ADV	besonders
sorgfältig	ADJD	sorgfältig
vorzunehmen	VVIZU	vornehmen
nach	APPR	nach
Regengüssen	NN	Regenguss
,	$,	,
im	APPRART	in+die
Winter	NN	Winter
bei	APPR	bei
Frost	NN	Frost
=	$(	=
und	KON	und
Tauwetter	NN	Tauwetter
und	KON	und
bei	APPR	bei
Wiederaufnahme	NN	Wiederaufnahme
eines	ART	eine
Betriebes	NN	Betrieb
,	$,	,
der	PRELS	die
länger	ADJD	lang
Zeit	NN	Zeit
geruht	VVPP	geruhen|ruhen
hat	VAFIN	haben
.	$.	.
§	NN	§
20	CARD	@card@
Arbeiter	NN	Arbeiter
,	$,	,
die	PRELS	die
oberhalb	APPR	oberhalb
der	ART	die
Bruchsohle	NN	Bruchsohle
beschäftigt	VVPP	beschäftigen
sind	VAFIN	sein
,	$,	,
müssen	VMFIN	müssen
einen	ART	eine
hinreichend	ADJD	hinreichend
groszen	ADJA	groszen
und	KON	und
sicheren	ADJA	sicher
Arbeitsstand	NN	Arbeitsstand
erhalten	VVPP	erhalten
oder	KON	oder
kurz	ADJD	kurz
oder	KON	oder
doppelt	ADJD	doppelt
angeseilt	VVPP	anseilen
sein	VAINF	sein
.	$.	.
§	NN	§
21	CARD	@card@
Zeigen	NN	Zeigen
sich	PRF	sich
lose	ADJA	los
Massen	NN	Masse
,	$,	,
die	PRELS	die
abstürzen	VVINF	abstürzen
können	VMFIN	können
,	$,	,
so	ADV	so
ist	VAFIN	sein
bis	KON	bis
zu	APPR	zu
deren	PDAT	die
Beseitigung	NN	Beseitigung
der	ART	die
Betrieb	NN	Betrieb
an	APPR	an
der	ART	die
betreffenden	ADJA	betreffend
Stelle	NN	Stelle
einzustellen	VVIZU	einstellen
.	$.	.
Betrieb	NN	Betrieb
unter	APPR	unter
Tage	NN	Tag
§	NN	§
22	CARD	@card@
Unterirdischer	ADJA	unterirdisch
Betrieb	NN	Betrieb
ist	VAFIN	sein
nur	ADV	nur
mit	APPR	mit
Genehmigung	NN	Genehmigung
des	ART	die
Bergrevierbeamten	NN	Bergrevierbeamten
gestatte	VVFIN	gestatten
.	$.	.
§	NN	§
23	CARD	@card@
Jeder	PIAT	jede
unterirdisch	ADJD	unterirdisch
betriebene	ADJA	betrieben
Bruch	NN	Bruch
must	VVFIN	must
mindestens	ADV	mindestens
zwei	CARD	zwei
getrennte	ADJA	getrennt
,	$,	,
von	APPR	von
allen	PIAT	alle
Betriebspunkten	NN	Betriebspunkten
jederzeit	ADV	jederzeit
erreichbare	ADJA	erreichbar
befahrbare	ADJA	befahrbar
Ausgänge	NN	Ausgang
haben	VAFIN	haben
.	$.	.
§	NN	§
24	CARD	@card@
Schächte	NN	Schacht
in	APPR	in
nicht	PTKNEG	nicht
standfestem	ADJA	standfestem
Gebirge	NN	Gebirge
dürfen	VMFIN	dürfen
nur	ADV	nur
unter	APPR	unter
Anwendung	NN	Anwendung
eines	ART	eine
geeigneten	ADJA	geeignet
Ausbaus	NN	Ausbau
niedergebracht	VVPP	niederbringen
werden	VAINF	werden
.	$.	.
§	NN	§
25	CARD	@card@
Alle	PIAT	alle
unterirdischen	ADJA	unterirdisch
Baue	NN	Bau
müssen	VMFIN	müssen
gegen	APPR	gegen
Steinfall	NN	Steinfall
dauernd	ADJD	dauernd
gesichert	VVPP	sichern
sein	VAINF	sein
.	$.	.
§	NN	§
26	CARD	@card@
(	$(	(
1	CARD	@card@
)	$(	)
Alle	PIAT	alle
Öffnungen	NN	Öffnung
der	ART	die
Schächte	NN	Schacht
,	$,	,
Gesenke	NN	Gesenke
,	$,	,
Rollöcher	NN	Rollöcher
,	$,	,
Lichtlöcher	NN	Lichtlöcher
,	$,	,
Überhauen	NN	Überhauen
,	$,	,
Bodenarbeiten	NN	Bodenarbeit
usw.	ADV	usw.
mit	APPR	mit
mehr	ADV	mehr
als	KOKOM	als
30	CARD	@card@
°	ADJA	°
Neigung	NN	Neigung
müssen	VMFIN	müssen
zur	APPRART	zu+die
Sicherheit	NN	Sicherheit
gegen	APPR	gegen
Absturz	NN	Absturz
so	ADV	so
abgesperrt	VVPP	absperren
sein	VAINF	sein
,	$,	,
dasz	VVFIN	dasz
niemand	PIS	niemand
unabsichtlich	ADJD	unabsichtlich
hineingelangen	VVINF	hineingelangen
kann	VMFIN	können
.	$.	.
(	$(	(
2	CARD	@card@
)	$(	)
Wer	PWS	wer
eine	ART	eine
solche	PIAT	solche
Absperrung	NN	Absperrung
geöffnet	VVPP	öffnen
hat	VAFIN	haben
oder	KON	oder
offen	ADJD	offen
vorfindet	VVFIN	vorfinden
,	$,	,
musz	NE	musz
für	APPR	für
ihre	PPOSAT	ihr
Wiederherstellung	NN	Wiederherstellung
sorgen	VVFIN	sorgen
.	$.	.
(	$(	(
3	CARD	@card@
)	$(	)
Münden	NN	Münden
Schächte	NN	Schacht
,	$,	,
Gesenkte	ADJA	gesenkt
,	$,	,
Rollöcher	NN	Rollöcher
,	$,	,
Überhauen	NN	Überhauen
oder	KON	oder
Bremsberge	NN	Bremsberge
unmittelbar	ADJD	unmittelbar
in	APPR	in
einer	ART	eine
Strecke	NN	Strecke
ein	PTKVZ	ein
,	$,	,
wo	PWAV	wo
Menschen	NN	Mensch
verkehren	VVFIN	verkehren
,	$,	,
so	ADV	so
sind	VAFIN	sein
zu	APPR	zu
Sicherung	NN	Sicherung
gegen	APPR	gegen
die	ART	die
Fördereinrichtungen	NN	Fördereinrichtung
und	KON	und
herabfallenden	ADJA	herabfallend
Gegenstände	NN	Gegenstand
Verschläge	NN	Verschlag
oder	KON	oder
Umbruchörter	NN	Umbruchörter
anzulegen	VVIZU	anlegen
.	$.	.
§	NN	§
27	CARD	@card@
Lose	NN	Los|Lose
Gegenstände	NN	Gegenstand
(	$(	(
z.	APPRART	zu+die
B.	NN	B.
Gezähe	NN	Gezähe
,	$,	,
Holz	NN	Holz
,	$,	,
Steine	NN	Stein
)	$(	)
müssen	VMFIN	müssen
von	APPR	von
seigeren	ADJA	seigeren
und	KON	und
geneigten	ADJA	geneigt
Grubenbauen	NN	Grubenbauen
soweit	ADV	soweit
ferngehalten	VVPP	fernhalten
werden	VAINF	werden
,	$,	,
dasz	VVFIN	dasz
sie	PPER	sie
nicht	PTKNEG	nicht
hineinfallen	VVINF	hineinfallen
können	VMINF	können
.	$.	.
Abschnitt	VVFIN	abschneiden
3	CARD	@card@
Förderung	NN	Förderung
§	NN	§
28	CARD	@card@
(	$(	(
1	CARD	@card@
)	$(	)
Auf	APPR	auf
geneigter	ADJA	geneigt
Bahn	NN	Bahn
stehende	ADJA	stehend
Förderwagen	NN	Förderwagen
müssen	VMFIN	müssen
festgelegt	VVPP	festlegen
werden	VAINF	werden
.	$.	.
(	$(	(
2	CARD	@card@
)	$(	)
In	APPR	in
Strecken	NN	Strecke
von	APPR	von
mehr	ADV	mehr
als	KOKOM	als
3	CARD	@card@
°	ADJA	°
Neigung	NN	Neigung
müssen	VMFIN	müssen
bei	APPR	bei
Handförderung	NN	Handförderung
die	ART	die
Förderwagen	NN	Förderwagen
zuverlässig	ADJD	zuverlässig
gebremst	VVPP	bremsen
werden	VAINF	werden
.	$.	.
§	NN	§
29	CARD	@card@
(	$(	(
1	CARD	@card@
)	$(	)
Wenn	KOUS	wenn
ein	ART	eine
beladener	ADJA	beladen
Förderwagen	NN	Förderwagen
entgleist	VVPP	entgleisen
,	$,	,
darf	VMFIN	dürfen
ihn	PPER	er
der	ART	die
einzelne	ADJA	einzeln
Mann	NN	Mann
nur	ADV	nur
mit	APPR	mit
einem	ART	eine
Hebebaum	NN	Hebebaum
wieder	ADV	wieder
in	APPR	in
das	ART	die
Gleis	NN	Gleis
heben	VVINF	heben
.	$.	.
(	$(	(
2	CARD	@card@
)	$(	)
Bei	APPR	bei
Pferdeförderung	NN	Pferdeförderung
dürfen	VMFIN	dürfen
entgleiste	ADJA	entgleist
Förderwagen	NN	Förderwagen
erst	ADV	erst
eingehoben	VVPP	einheben
werden	VAINF	werden
,	$,	,
nachdem	KOUS	nachdem
das	ART	die
Pferd	NN	Pferd
abgesträngt	VVPP	abgesträngt
ist	VAFIN	sein
.	$.	.
(	$(	(
3	CARD	@card@
)	$(	)
Bei	APPR	bei
mechanischer	ADJA	mechanisch
Förderung	NN	Förderung
must	VVFIN	must
vor	APPR	vor
dem	ART	die
Einheben	NN	Einheben
der	ART	die
Wagen	NN	Wagen
von	APPR	von
Hand	NN	Hand
die	ART	die
Förderung	NN	Förderung
stillgesetzt	VVPP	stillsetzen
werden	VAINF	werden
.	$.	.
§	NN	§
30	CARD	@card@
Halpel	NN	Halpel
und	KON	und
Bremswerke	NN	Bremswerke
,	$,	,
auszer	NN	auszer
fliegende	ADJA	fliegend
Bremsen	NN	Bremse|Bremsen
,	$,	,
müssen	VMFIN	müssen
fest	ADJD	fest
verlagert	VVPP	verlagern
sein	VAINF	sein
.	$.	.
§	NN	§
31	CARD	@card@
Bremswerke	NN	Bremswerke
und	KON	und
Haspel	NN	Haspel
,	$,	,
auszer	ADJA	auszer
Handhaspel	NN	Handhaspel
,	$,	,
müssen	VMFIN	müssen
eine	ART	eine
selbsschlieszende	ADJA	selbsschlieszende
Bremsvorrichtung	NN	Bremsvorrichtung
haben	VAINF	haben
;	$.	;
es	PPER	es
ist	VAFIN	sein
verboten	VVPP	verbieten
,	$,	,
den	ART	die
gelüfteten	ADJA	gelüftet
Bremshebel	NN	Bremshebel
festzustellen	VVIZU	feststellen
oder	KON	oder
aufzuhängen	VVIZU	aufhängen
.	$.	.
§	NN	§
32	CARD	@card@
(	$(	(
1	CARD	@card@
)	$(	)
Handhaspel	NN	Handhaspel
müssen	VMFIN	müssen
eine	ART	eine
zuverlässige	ADJA	zuverlässig
Bremse	NN	Bremse
und	KON	und
eine	ART	eine
doppelte	ADJA	doppelt
Sperrklinke	NN	Sperrklinke
haben	VAINF	haben
.	$.	.
(	$(	(
2	CARD	@card@
)	$(	)
Handhaspel	NN	Handhaspel
,	$,	,
die	PRELS	die
in	APPR	in
verschiedener	ADJA	verschieden
Richtung	NN	Richtung
zum	APPRART	zu+die
Heben	NN	Heben
der	ART	die
Last	NN	Last
benutzt	VVPP	benutzen
werden	VAFIN	werden
,	$,	,
müssen	VMFIN	müssen
für	APPR	für
jede	PIAT	jede
Drehrichtung	NN	Drehrichtung
ein	ART	eine
Sperrad	NN	Sperrad
mit	APPR	mit
doppelter	ADJA	doppelt
Sperrklinke	NN	Sperrklinke
haben	VAINF	haben
.	$.	.
(	$(	(
3	CARD	@card@
)	$(	)
Kabelwinden	NN	Kabelwinden
und	KON	und
Krane	NN	Kran
zum	APPRART	zu+die
Auf	PTKVZ	auf
=	$(	=
und	KON	und
Abwinden	NN	Abwinden
schwerer	ADJA	schwer
Lasten	NN	Last
müssen	VMFIN	müssen
auszerdem	ADJD	auszerdem
doppelten	ADJA	doppelt
Getriebeeingriff	NN	Getriebeeingriff
oder	KON	oder
bei	APPR	bei
einfachem	ADJA	einfach
Eingriff	NN	Eingriff
bearbeitete	ADJA	bearbeitet
Zähne	NN	Zahn
haben	VAINF	haben
.	$.	.
(	$(	(
4	CARD	@card@
)	$(	)
Krane	NN	Kran
sind	VAFIN	sein
vor	APPR	vor
der	ART	die
ersten	ADJA	erst
Inbetriebnahme	NN	Inbetriebnahme
durch	APPR	durch
einen	ART	eine
bergbehördlich	ADJD	bergbehördlich
anerkannten	ADJA	anerkannt
Sachverständigen	NN	Sachverständige
zu	PTKZU	zu
prüfen	VVINF	prüfen
.	$.	.
Der	ART	die
Befund	NN	Befund
der	ART	die
Prüfung	NN	Prüfung
ist	VAFIN	sein
dem	ART	die
Bergrevierbeamten	NN	Bergrevierbeamten
schriftlich	ADJD	schriftlich
mitzuteilen	VVIZU	mitteilen
.	$.	.
Die	ART	die
Kosten	NN	Kosten
der	ART	die
Prüfung	NN	Prüfung
trägt	VVFIN	tragen
der	ART	die
Betriebsunternehmer	NN	Betriebsunternehmer
.	$.	.
§	NN	§
33	CARD	@card@
Die	ART	die
Zugseile	NN	Zugseile
und	KON	und
Ketten	NN	Kette
sind	VAFIN	sein
ständig	ADJD	ständig
und	KON	und
sorgfältig	ADJD	sorgfältig
zu	PTKZU	zu
überwachen	VVINF	überwachen
.	$.	.
§	NN	§
34	CARD	@card@
Es	NN	Es
ist	VAFIN	sein
verboten	VVPP	verbieten
,	$,	,
unter	APPR	unter
eine	PIS	eine
in	APPR	in
Betrieb	NN	Betrieb
befindliche	ADJA	befindlich
Hebevorrichtung	NN	Hebevorrichtung
zu	PTKZU	zu
treten	VVINF	treten
.	$.	.
§	NN	§
35	CARD	@card@
Bei	APPR	bei
Schächten	NN	Schacht
,	$,	,
Gesenkten	ADJA	gesenkt
,	$,	,
Bremsbergen	NN	Bremsbergen
,	$,	,
Überhauen	NN	Überhauen
,	$,	,
Abhauen	NN	Abhauen
und	KON	und
Aufzügen	NN	Aufzug
ist	VAFIN	sein
die	ART	die
Verbindung	NN	Verbindung
zwischen	APPR	zwischen
Förderseil	NN	Förderseil
und	KON	und
Fördergut	NN	Fördergut
so	ADV	so
herzustellen	VVIZU	herstellen
,	$,	,
dasz	VVFIN	dasz
sie	PPER	sie
sich	PRF	sich
nicht	PTKNEG	nicht
zufällig	ADJD	zufällig
lösen	VVINF	lösen
kann	VMFIN	können
.	$.	.
§	NN	§
36	CARD	@card@
(	$(	(
1	CARD	@card@
)	$(	)
Bei	APPR	bei
Bremsbergförderung	NN	Bremsbergförderung
dürfen	VMFIN	dürfen
die	ART	die
Förderwagen	NN	Förderwagen
erst	ADV	erst
in	APPR	in
das	ART	die
Gleis	NN	Gleis
eingerückt	VVPP	einrücken
werden	VAINF	werden
,	$,	,
nachdem	KOUS	nachdem
sie	PPER	sie
an	APPR	an
das	ART	die
Seil	NN	Seil
angeschlagen	VVPP	anschlagen
sind	VAFIN	sein
.	$.	.
(	$(	(
2	CARD	@card@
)	$(	)
Bei	APPR	bei
der	ART	die
Bremsbergförderung	NN	Bremsbergförderung
müssen	VMFIN	müssen
Vorrichtungen	NN	Vorrichtung
vorhanden	ADJD	vorhanden
sein	VAINF	sein
,	$,	,
die	PRELS	die
bei	APPR	bei
Bruch	NN	Bruch
der	ART	die
Seile	NN	Seil
oder	KON	oder
Ketten	NN	Kette
die	ART	die
Fördergefäsze	NN	Fördergefäsze
sicher	ADJD	sicher
zum	APPRART	zu+die
Stillstand	NN	Stillstand
bringen	VVFIN	bringen
.	$.	.
Ausnahmen	NN	Ausnahme
genehmigt	VVFIN	genehmigen
der	ART	die
Bergrevierbeamte	NN	Bergrevierbeamte
.	$.	.
(	$(	(
3	CARD	@card@
)	$(	)
Der	ART	die
Aufenthalt	NN	Aufenthalt
in	APPR	in
Bremsbergen	NN	Bremsbergen
und	KON	und
auf	APPR	auf
Anschlagbühnen	NN	Anschlagbühnen
ist	VAFIN	sein
während	APPR	während
des	ART	die
Treibens	NN	Treiben
verboten	VVPP	verbieten
.	$.	.
(	$(	(
4	CARD	@card@
)	$(	)
Der	ART	die
Bremser	NN	Bremser
musz	NE	musz
von	APPR	von
seinem	PPOSAT	sein
Stand	NN	Stand
aus	APPR	aus
die	ART	die
Bahn	NN	Bahn
übersehen	VVINF	übersehen
können	VMFIN	können
.	$.	.
Ausnahmen	NN	Ausnahme
genehmigt	VVFIN	genehmigen
der	ART	die
Bergrevierbeamte	NN	Bergrevierbeamte
.	$.	.
(	$(	(
5	CARD	@card@
)	$(	)
Wenn	KOUS	wenn
der	ART	die
Fusz	NE	Fusz
von	APPR	von
Bremsbergen	NN	Bremsbergen
oder	KON	oder
geneigten	ADJA	geneigt
Aufzügen	NN	Aufzug
an	APPR	an
Verkehrswegen	NN	Verkehrsweg
oder	KON	oder
fremden	ADJA	fremd
Grundstücken	NN	Grundstück
liegt	VVFIN	liegen
,	$,	,
ist	VAFIN	sein
er	PPER	er
mit	APPR	mit
hohen	ADJA	hoch
,	$,	,
starken	ADJA	stark
Fangdämmen	NN	Fangdämmen
oder	KON	oder
Schutzwehren	NN	Schutzwehren
derart	ADV	derart
zu	PTKZU	zu
versehen	VVINF	versehen
,	$,	,
dasz	NE	dasz
bei	APPR	bei
einem	ART	eine
Seilbruch	NN	Seilbruch
abstürzende	ADJA	abstürzend
Fördergefäsze	NN	Fördergefäsze
und	KON	und
ihr	PPOSAT	ihr
Inhalt	NN	Inhalt
sicher	ADJD	sicher
aufgefangen	VVPP	auffangen
werden	VAFIN	werden
.	$.	.
§	NN	§
37	CARD	@card@
Alle	PIAT	alle
Zugänge	NN	Zugang
zu	APPR	zu
Schächten	NN	Schacht
,	$,	,
Gesenken	NN	Gesenken
,	$,	,
Bremsbergen	NN	Bremsbergen
und	KON	und
Aufzügen	NN	Aufzug
müssen	VMFIN	müssen
so	ADV	so
verschlossen	VVPP	verschließen
sein	VAINF	sein
,	$,	,
dasz	NE	dasz
Förderwagen	NN	Förderwagen
ohne	APPR	ohne
Öffnen	NN	Öffnen
des	ART	die
Verschlusses	NN	Verschlusses
nicht	PTKNEG	nicht
hineingeschoben	VVPP	hineinschieben
werden	VAINF	werden
können	VMFIN	können
.	$.	.
§	NN	§
38	CARD	@card@
(	$(	(
1	CARD	@card@
)	$(	)
Schächte	NN	Schacht
,	$,	,
Gesenke	NN	Gesenke
,	$,	,
Bremsberge	NN	Bremsberge
und	KON	und
Aufzüge	NN	Aufzug
,	$,	,
in	APPR	in
denen	PRELS	die
sich	PRF	sich
die	ART	die
Arbeiter	NN	Arbeiter
bei	APPR	bei
der	ART	die
Förderung	NN	Förderung
nicht	PTKNEG	nicht
durch	APPR	durch
Zuruf	NN	Zuruf
einwandfrei	ADJD	einwandfrei
verständigen	VVINF	verständigen
können	VMFIN	können
,	$,	,
müssen	VMFIN	müssen
geeignete	ADJA	geeignet
Signalvorrichtungen	NN	Signalvorrichtungen
haben	VAINF	haben
.	$.	.
(	$(	(
2	CARD	@card@
)	$(	)
Alle	PIAT	alle
Ausführungssignale	NN	Ausführungssignale
für	APPR	für
Halt	NN	Halt
ist	VAFIN	sein
ein	ART	eine
Schlag	NN	Schlag
,	$,	,
für	APPR	für
Auf	APPR	auf
sind	VAFIN	sein
zwei	CARD	zwei
,	$,	,
für	APPR	für
Hängen	NN	Hang|Hängen
sind	VAFIN	sein
drei	CARD	drei
deutliche	ADJA	deutlich
und	KON	und
gleichmäszige	ADJA	gleichmäszige
voneinander	ADV	voneinander
getrennte	ADJA	getrennt
Schläge	NN	Schlag
zu	PTKZU	zu
geben	VVINF	geben
.	$.	.
(	$(	(
3	CARD	@card@
)	$(	)
Die	ART	die
Signale	NN	Signal
müssen	VMFIN	müssen
überall	ADV	überall
,	$,	,
wo	PWAV	wo
sie	PPER	sie
gegeben	VVPP	geben
oder	KON	oder
empfangen	VVPP	empfangen
werden	VAFIN	werden
,	$,	,
auf	APPR	auf
Tafeln	NN	Tafel
verzeichnet	VVPP	verzeichnen
sein	VAINF	sein
.	$.	.
Abschnitt	VVFIN	abschneiden
4	CARD	@card@
Fahrung	NN	Fahrung
§	NN	§
39	CARD	@card@
(	$(	(
1	CARD	@card@
)	$(	)
Die	ART	die
Fördereinrichtungen	NN	Fördereinrichtung
in	APPR	in
Schächten	NN	Schacht
,	$,	,
Gesenken	NN	Gesenken
,	$,	,
Bremsbergen	NN	Bremsbergen
und	KON	und
Aufzügen	NN	Aufzug
dürfen	VMFIN	dürfen
zum	APPRART	zu+die
Fahren	NN	Fahren
nicht	PTKNEG	nicht
benutzt	VVPP	benutzen
werden	VAINF	werden
,	$,	,
wenn	KOUS	wenn
die	ART	die
bergpolizeilichen	ADJA	bergpolizeilichen
Vorschriften	NN	Vorschrift
es	PPER	es
nicht	PTKNEG	nicht
ausdrücklich	ADJD	ausdrücklich
zulassen	VVFIN	zulassen
.	$.	.
Das	ART	die
Verbot	NN	Verbot
ist	VAFIN	sein
an	APPR	an
den	ART	die
Anschlagpunkten	NN	Anschlagpunkten
auf	APPR	auf
Tafeln	NN	Tafel
bekannt	ADJD	bekannt
zu	PTKZU	zu
geben	VVINF	geben
.	$.	.
(	$(	(
2	CARD	@card@
)	$(	)
Bei	APPR	bei
Zuwiderhandlung	NN	Zuwiderhandlung
sind	VAFIN	sein
Fördermaschinisten	NN	Fördermaschinisten
,	$,	,
Bremser	NN	Bremser
und	KON	und
Anschläger	NN	Anschläger
mitverantwortlich	ADJD	mitverantwortlich
,	$,	,
