Fast	ADV	fast
Herrn	NN	Herr
wird	VAFIN	werden
,	$,	,
und	KON	und
der	ART	die
über	APPR	über
die	ART	die
Macht	NN	Macht
des	ART	die
reißenden	ADJA	reißend
Elementes	NN	Elementes
erschrockene	ADJA	erschreckt
Mensch	NN	Mensch
ausbricht	VVFIN	ausbrechen
in	APPR	in
den	ART	die
Ruf	NN	Ruf
:	$.	:
Feuer	NN	Feuer
!	$.	!
Feuer	NN	Feuer
!	$.	!
so	ADV	so
enthält	VVFIN	enthalten
die	ART	die
Betonung	NN	Betonung
dieses	PDAT	dies
einen	ART	eine
Wortes	NN	Wort
ganze	ADJA	ganz
Sätze	NN	Satz
:	$.	:
daß	KOUS	dass
das	ART	die
Feuer	NN	Feuer
als	KOKOM	als
verderbendrohender	ADJA	verderbendrohender
Herr	NN	Herr
auftritt	VVFIN	auftreten
:	$.	:
daß	KOUS	dass
man	PIS	man
helfen	VVINF	helfen
soll	VMFIN	sollen
,	$,	,
das	ART	die
Unthier	NN	Unthier
wider	PTKVZ	wider
einzufangen	VVIZU	einfangen
;	$.	;
–	$(	-
Alles	NN	All
das	PDS	die
liegt	VVFIN	liegen
in	APPR	in
dem	ART	die
einem	ART	eine
Worte	NN	Wort
–	$(	-
und	KON	und
wenn	KOUS	wenn
dann	ADV	dann
nach	APPR	nach
dessen	PDAT	die
Ertönen	NN	Ertönen
,	$,	,
das	ART	die
Wort	NN	Wort
ertönt	VVPP	ertönen
:	$.	:
Waßer	NN	Waßer
!	$.	!
Waßer	NN	Waßer
!	$.	!
so	ADV	so
liegt	VVFIN	liegen
in	APPR	in
dem	ART	die
Tone	NN	Ton
des	ART	die
einen	ADJA	einen
Wortes	NN	Wort
der	ART	die
ganze	ADJA	ganz
Satz	NN	Satz
:	$.	:
Bringt	VVFIN	bringen
Waßer	NN	Waßer
,	$,	,
bringt	VVFIN	bringen
es	PPER	es
eilig	ADJD	eilig
und	KON	und
helft	VVFIN	helfen
das	ART	die
Feuer	NN	Feuer
löschen	VVINF	löschen
!	$.	!
–	$(	-
Die	ART	die
Sprache	NN	Sprache
,	$,	,
welche	PRELS	welche
gewöhnlich	ADJD	gewöhnlich
als	KOKOM	als
Beleg	NN	Beleg
und	KON	und
Muster	NN	Muster
angeführt	VVPP	anführen
wird	VAFIN	werden
menschlicher	ADJA	menschlich
Rede	NN	Rede
,	$,	,
die	PRELS	die
bloß	ADJD	bloß
aus	APPR	aus
einzelnen	ADJA	einzeln
Wortstämmen	NN	Wortstämmen
ohne	APPR	ohne
Beugung	NN	Beugung
derselben	PDS	dieselbe
gebildet	VVPP	bilden
wird	VAFIN	werden
,	$,	,
die	ART	die
chinesische	ADJA	chinesisch
,	$,	,
hat	VAFIN	haben
zugleich	ADV	zugleich
die	ART	die
mannichfaltichsten	ADJA	mannichfaltichsten
und	KON	und
feinsten	ADJA	fein
Betonungsweisen	NN	Betonungsweisen
und	KON	und
in	APPR	in
ihnen	PPER	sie
ruht	VVFIN	ruhen
eigentlich	ADV	eigentlich
das	ART	die
Grundelement	NN	Grundelement
der	ART	die
Sprache	NN	Sprache
,	$,	,
welches	PRELS	welche
nicht	PTKNEG	nicht
das	ART	die
Wort	NN	Wort
ist	VAFIN	sein
,	$,	,
sondern	KON	sondern
der	ART	die
Satz	NN	Satz
.	$.	.
Kurz	NE	Kurz
:	$.	:
Der	ART	die
Mensch	NN	Mensch
fängt	VVFIN	fangen
nothwendig	ADJD	nothwendig
sein	PPOSAT	sein
Denken	NN	Denken
in	APPR	in
Sätzen	NN	Satz
an	PTKVZ	an
,	$,	,
nicht	PTKNEG	nicht
in	APPR	in
Worten	NN	Wort
,	$,	,
denn	KON	denn
das	ART	die
Kind	NN	Kind
hat	VAFIN	haben
noch	ADV	noch
gar	ADV	gar
nicht	PTKNEG	nicht
Wörter	NN	Wort
und	KON	und
diesen	PDAT	dies
entsprechende	ADJA	entsprechend
getrennte	ADJA	getrennt
Vorstellungen	NN	Vorstellung
genug	ADV	genug
zu	APPR	zu
seinem	PPOSAT	sein
Gebote	NN	Gebot
,	$,	,
um	KOUI	um
seine	PPOSAT	sein
Gedanken	NN	Gedanke
in	APPR	in
eine	ART	eine
Reihe	NN	Reihe
Wörter	NN	Wort
dirimirt	NN	dirimirt
zu	APPR	zu
formuliren	NN	formuliren
.	$.	.
Wenn	KOUS	wenn
es	PPER	es
den	ART	die
Vater	NN	Vater
kommen	VVINF	kommen
und	KON	und
gehen	VVFIN	gehen
,	$,	,
lächeln	VVINF	lächeln
oder	KON	oder
zürnen	VVINF	zürnen
sieht	VVFIN	sehen
,	$,	,
so	ADV	so
erscheinen	VVFIN	erscheinen
alle	PIAT	alle
diese	PDAT	dies
Prädicate	NN	Prädicate
doch	KON	doch
der	ART	die
einen	ADJA	einen
Vorstellung	NN	Vorstellung
:	$.	:
„	$(	„
Vater	NN	Vater
“	$(	“
sogleich	ADV	sogleich
fest	ADJD	fest
inhärirend	ADJD	inhärirend
,	$,	,
diese	PDAT	dies
Vorstellung	NN	Vorstellung
selbst	ADV	selbst
afficirend	ADJD	afficirend
und	KON	und
es	PPER	es
dauert	VVFIN	dauern
lange	ADV	lange
,	$,	,
ehe	KOUS	ehe
das	ART	die
Kind	NN	Kind
neben	APPR	neben
der	ART	die
Vorstellung	NN	Vorstellung
Vater	NN	Vater
auch	ADV	auch
die	ART	die
des	ART	die
Kommens	NN	Kommen
und	KON	und
Gehens	NN	Gehen
,	$,	,
Lächelns	NN	Lächeln
und	KON	und
Zürnens	NN	Zürnens
für	APPR	für
sich	PRF	sich
bestehend	ADJD	bestehend
und	KON	und
getrennt	ADJD	getrennt
zu	PTKZU	zu
faßen	VVINF	faßen
vermag	VVFIN	vermag
.	$.	.
Es	PPER	es
ist	VAFIN	sein
wie	KOKOM	wie
bei	APPR	bei
kindlichen	ADJA	kindlich
Völkern	NN	Volk
(	$(	(
z.	APPRART	zu+die
B.	NN	B.
den	ART	die
Italienern	NN	Italiener
,	$,	,
die	PRELS	die
sich	PRF	sich
namentlich	ADJD	namentlich
in	APPR	in
den	ART	die
unteren	ADJA	unter
Klassen	NN	Klasse
in	APPR	in
Pantomimen	NN	Pantomime
Mittheilungen	NN	Mittheilungen
machen	VVINF	machen
und	KON	und
unterhalten	VVINF	unterhalten
)	$(	)
die	ART	die
Pantomime	NN	Pantomime
,	$,	,
deren	PRELAT	die
einzelne	ADJA	einzeln
Gesten	NN	Geste
auch	ADV	auch
ganze	ADJA	ganz
Sätze	NN	Satz
darstellen	VVFIN	darstellen
.	$.	.
Die	ART	die
Sprache	NN	Sprache
fängt	VVFIN	fangen
nicht	PTKNEG	nicht
mit	APPR	mit
Wörtern	NN	Wort
an	PTKVZ	an
,	$,	,
sondern	KON	sondern
mit	APPR	mit
Gesten	NN	Geste
und	KON	und
anderen	PIS	andere
Bezeichnungen	NN	Bezeichnung
–	$(	-
das	ART	die
Offenbaren	NN	Offenbaren
des	ART	die
Inneren	NN	Innere
eines	ART	eine
Kindes	NN	Kind
fängt	VVFIN	fangen
mit	APPR	mit
Weinen	NN	Wein|Weinen
und	KON	und
Lächeln	NN	Lächeln
,	$,	,
mit	APPR	mit
Wegwenden	NN	Wegwende
vom	APPRART	von+die
blendenden	ADJA	blendend
Lichte	NN	Licht
,	$,	,
mit	APPR	mit
Zuwendung	NN	Zuwendung
zum	APPRART	zu+die
wohlthuenden	ADJA	wohlthuenden
Lichte	NN	Licht
–	$(	-
kurz	ADJD	kurz
!	$.	!
mit	APPR	mit
Gesten	NN	Geste
an	PTKVZ	an
–	$(	-
und	KON	und
das	ART	die
Gerede	NN	Gerede
über	APPR	über
den	ART	die
Ursprung	NN	Ursprung
der	ART	die
Sprache	NN	Sprache
reducirt	VVFIN	reducirt
sich	PRF	sich
zuletzt	ADV	zuletzt
auf	APPR	auf
die	ART	die
Frage	NN	Frage
:	$.	:
wer	PWS	wer
lehrt	VVFIN	lehren
dem	ART	die
Menschen	NN	Mensch
Lächeln	NN	Lächeln
und	KON	und
Weinen	NN	Wein|Weinen
,	$,	,
Nießen	NN	Nießen
,	$,	,
Schlafen	NN	Schlafen
und	KON	und
Schreien	NN	Schrei|Schreien
?	$.	?
–	$(	-
mit	APPR	mit
dem	ART	die
Denken	NN	Denken
und	KON	und
Vorstellen	NN	Vorstellen
fängt	VVFIN	fangen
die	ART	die
Sprache	NN	Sprache
innerlich	ADJD	innerlich
an	PTKVZ	an
und	KON	und
entwickelt	VVFIN	entwickeln
sich	PRF	sich
mit	APPR	mit
diesem	PDAT	dies
nach	APPR	nach
außen	ADV	außen
–	$(	-
und	KON	und
wo	PWAV	wo
schon	ADV	schon
Sprache	NN	Sprache
den	ART	die
anfangenden	ADJA	anfangend
Menschen	NN	Mensch
umgiebt	VVFIN	umgiebt
,	$,	,
knüpft	VVFIN	knüpfen
an	APPR	an
diese	PDAT	dies
durch	APPR	durch
die	ART	die
Natur	NN	Natur
schon	ADV	schon
vorhandene	ADJA	vorhanden
Gestensprache	NN	Gestensprache
allmälich	ADJD	allmälich
das	ART	die
Verständniss	NN	Verständniss
und	KON	und
der	ART	die
Gebrauch	NN	Gebrauch
von	APPR	von
Tonzeichen	NN	Tonzeichen
an	PTKVZ	an
.	$.	.
Gesten	NN	Geste
aber	ADV	aber
sind	VAFIN	sein
nicht	PTKNEG	nicht
einzelne	ADJA	einzeln
Wörter	NN	Wort
,	$,	,
sondern	KON	sondern
Sätze	NN	Satz
.	$.	.
Man	PIS	man
hat	VAFIN	haben
in	APPR	in
neuester	ADJA	neu
Zeit	NN	Zeit
alle	PIAT	alle
Flexionen	NN	Flexionen
d.	PDS	d.
h.	VVFIN	heißen
alle	PIAT	alle
Beziehungsbestimmungen	NN	Beziehungsbestimmungen
der	ART	die
Zeitwörter	NN	Zeitwort
und	KON	und
Hauptwörter	NN	Hauptwort
als	KOKOM	als
erst	ADV	erst
später	ADJD	spät
entstanden	VVPP	entstehen
,	$,	,
und	KON	und
aus	APPR	aus
Pronominalstämmen	NN	Pronominalstämmen
,	$,	,
jenen	PDAT	jen
Grundwörtern	NN	Grundwörtern
angehängt	VVPP	anhängen
oder	KON	oder
vorgesetzt	VVPP	vorsetzen
und	KON	und
dann	ADV	dann
erst	ADV	erst
allmälich	ADJD	allmälich
mit	APPR	mit
ihnen	PPER	sie
verwachsen	VVFIN	verwachsen
,	$,	,
sich	PRF	sich
zu	PTKZU	zu
denken	VVINF	denken
gewöhnt	VVFIN	gewöhnen
.	$.	.
Daß	KOUS	dass
viele	PIAT	viele
sprachliche	ADJA	sprachlich
Erscheinungen	NN	Erscheinung
,	$,	,
namentlich	ADJD	namentlich
auch	ADV	auch
viele	PIAT	viele
Flexionen	NN	Flexionen
auf	APPR	auf
diese	PDAT	dies
Weise	NN	Weise
durch	APPR	durch
Anschleifung	NN	Anschleifung
von	APPR	von
Pronominal-	TRUNC	Pronominal-
und	KON	und
Determinativstämmen	NN	Determinativstämmen
,	$,	,
ja	ADV	ja
sogar	ADV	sogar
von	APPR	von
Prädicativstämmen	NN	Prädicativstämmen
erwachsen	VVPP	erwachsen
sind	VAFIN	sein
,	$,	,
ist	VAFIN	sein
nicht	PTKNEG	nicht
zu	PTKZU	zu
leugnen	VVINF	leugnen
;	$.	;
wer	PWS	wer
möchte	VMFIN	mögen
z.	APPRART	zu+die
B.	NN	B.
bestreiten	VVINF	bestreiten
,	$,	,
daß	KOUS	dass
die	ART	die
Präteritenendungen	NN	Präteritenendungen
unserer	PPOSAT	unser
deutschen	ADJA	deutsch
s.	ADV	s.
g.	ADJA	g.
schwachen	ADJA	schwach
Verba	NN	Verbum
:	$.	:
-te	ADJA	-te
,	$,	,
-test	ADJA	-test
u.	KON	und
s.	ADV	s.
w.	APPR	w.
.	$.	.
(	$(	(
z.	APPRART	zu+die
B.	NN	B.
in	APPR	in
glaubte	VVFIN	glauben
,	$,	,
glaubtest	VVFIN	glauben
,	$,	,
glaubte	VVFIN	glauben
,	$,	,
glaubten	VVFIN	glauben
,	$,	,
glaubtet	VVFIN	glaubtet
,	$,	,
glaubten	VVFIN	glauben
)	$(	)
aus	APPR	aus
Anschleifung	NN	Anschleifung
des	ART	die
alten	ADJA	alt
Präteritums	NN	Präteritums
von	APPR	von
thun	NE	thun
(	$(	(
also	ADV	also
teta	NE	teta
,	$,	,
tetis	NE	tetis
,	$,	,
teta	NE	teta
,	$,	,
têtum	NN	têtum
,	$,	,
têtat	NN	têtat
,	$,	,
têtum	NN	têtum
)	$(	)
entstanden	VVPP	entstehen
seien	VAFIN	sein
?	$.	?
denn	KON	denn
das	PDS	die
ist	VAFIN	sein
eine	ART	eine
nachweislich	ADJD	nachweislich
spätere	ADJA	spät
Bildung	NN	Bildung
,	$,	,
die	PRELS	die
schon	ADV	schon
dem	ART	die
Verfall	NN	Verfall
der	ART	die
Sprache	NN	Sprache
angehört	VVPP	angehören|anhören
.	$.	.
Die	ART	die
begabteren	ADJA	begabt
Völker	NN	Volk
aber	ADV	aber
,	$,	,
namentlich	ADJD	namentlich
unsere	PPOSAT	unser
indogermanischen	ADJA	indogermanisch
,	$,	,
haben	VAFIN	haben
offenbar	ADJD	offenbar
auch	ADV	auch
mit	APPR	mit
Flexionen	NN	Flexionen
der	ART	die
Wörter	NN	Wort
gleich	ADJD	gleich
anfangs	ADV	anfangs
begonnen	VVPP	beginnen
,	$,	,
wenn	KOUS	wenn
diese	PDS	diese
auch	ADV	auch
nachmals	ADV	nachmals
durch	APPR	durch
Anschleifung	NN	Anschleifung
vermehrt	VVPP	vermehren
wurden	VAFIN	werden
;	$.	;
und	KON	und
wo	PWAV	wo
in	APPR	in
einer	ART	eine
Sprache	NN	Sprache
Flexionen	NN	Flexionen
schriftlich	ADJD	schriftlich
nicht	PTKNEG	nicht
oder	KON	oder
nur	ADV	nur
mangelhaft	ADJD	mangelhaft
darstellbar	ADJD	darstellbar
sind	VAFIN	sein
,	$,	,
liegen	VVFIN	liegen
sie	PPER	sie
doch	ADV	doch
in	APPR	in
der	ART	die
Betonung	NN	Betonung
,	$,	,
selbst	ADV	selbst
bei	APPR	bei
den	ART	die
Völkern	NN	Volk
,	$,	,
die	PRELS	die
eine	ART	eine
sehr	ADV	sehr
geringe	ADJA	gering
Energie	NN	Energie
ihres	PPOSAT	ihr
Kunstsinnes	NN	Kunstsinnes
haben	VAFIN	haben
,	$,	,
und	KON	und
wenn	KOUS	wenn
sich	PRF	sich
nachher	ADV	nachher
eine	ART	eine
Verwandtschaft	NN	Verwandtschaft
zwischen	APPR	zwischen
den	ART	die
Flexionssylben	NN	Flexionssylben
und	KON	und
den	ART	die
Pronominibus	NN	Pronominibus
zeigt	VVFIN	zeigen
,	$,	,
so	ADV	so
rührt	VVFIN	rühren
diese	PDS	diese
oft	ADV	oft
gewiß	ADJD	gewiss
nicht	PTKNEG	nicht
daher	PAV	daher
,	$,	,
daß	KOUS	dass
die	ART	die
Pronomina	NN	Pronomen
den	ART	die
Grundwörteru	NN	Grundwörteru
angewachsen	VVPP	anwachsen
,	$,	,
sondern	KON	sondern
daher	PAV	daher
,	$,	,
daß	KOUS	dass
sie	PPER	sie
bei	APPR	bei
wachsender	ADJA	wachsend
Unterscheidungsgabe	NN	Unterscheidungsgabe
aus	APPR	aus
deren	PDAT	die
Flexionen	NN	Flexionen
herausgesetzt	VVFIN	herausgesetzt
und	KON	und
von	APPR	von
ihnen	PPER	sie
getrennt	VVPP	trennen
oder	KON	oder
auch	ADV	auch
zugleich	ADV	zugleich
mit	APPR	mit
den	ART	die
Flexionen	NN	Flexionen
geschaffen	VVPP	schaffen
worden	VAPP	werden
sind	VAFIN	sein
–	$(	-
aus	APPR	aus
den	ART	die
Hauptwörtern	NN	Hauptwort
die	ART	die
Pronomina	NN	Pronomen
demonstrativa	NE	demonstrativa
,	$,	,
aus	APPR	aus
den	ART	die
Zeitwörtern	NN	Zeitwort
die	ART	die
Pronomina	NN	Pronomen
personalia	NE	personalia
.	$.	.
Wir	PPER	wir
können	VMFIN	können
diesen	PDAT	dies
Process	NN	Process
zum	APPRART	zu+die
Theil	NN	Theil
noch	ADV	noch
in	APPR	in
geschichtlicher	ADJA	geschichtlich
Zeit	NN	Zeit
verfolgen	VVINF	verfolgen
.	$.	.
Wie	KOKOM	wie
selten	ADV	selten
ist	VAFIN	sein
noch	ADV	noch
der	ART	die
Gebrauch	NN	Gebrauch
der	ART	die
getrennten	ADJA	getrennt
Personalpronomina	NN	Personalpronomina
im	APPRART	in+die
Griechischen	NN	Griechische
und	KON	und
Lateinischen	NN	Lateinische
im	APPRART	in+die
Vergleiche	NN	Vergleich
mit	APPR	mit
den	ART	die
neuern	ADJA	neuern
Sprachen	NN	Sprache
;	$.	;
das	ART	die
Lateinische	NN	Lateinische
hat	VAFIN	haben
noch	ADV	noch
gar	ADV	gar
keinen	PIAT	keine
Artikel	NN	Artikel
,	$,	,
die	ART	die
ältesten	ADJA	alt
deutschen	ADJA	deutsch
Mundarten	NN	Mundart
haben	VAFIN	haben
ihn	PPER	er
selten	ADJD	selten
,	$,	,
und	KON	und
wie	KOUS	wie
ist	VAFIN	sein
die	ART	die
Verwendung	NN	Verwendung
dieses	PDAT	dies
demonstrativischen	ADJA	demonstrativischen
Pronomens	NN	Pronomens
in	APPR	in
den	ART	die
neueren	ADJA	neu
romanischen	ADJA	romanisch
und	KON	und
deutschen	ADJA	deutsch
Sprachen	NN	Sprache
gewachsen	VVPP	wachsen
!	$.	!
Alles	PIS	alle
das	PDS	die
deutet	VVFIN	deuten
darauf	PAV	darauf
hin	PTKVZ	hin
,	$,	,
daß	KOUS	dass
die	ART	die
ältesten	ADJA	alt
Sprachen	NN	Sprache
,	$,	,
in	APPR	in
denen	PRELS	die
die	ART	die
begabteren	ADJA	begabt
Völker	NN	Volk
dachten	VVFIN	denken
,	$,	,
nicht	PTKNEG	nicht
bloß	ADJD	bloß
schon	ADV	schon
Flexionssprachen	ADJD	Flexionssprachen
waren	VAFIN	sein
,	$,	,
sondern	KON	sondern
daß	KOUS	dass
diese	PDAT	dies
Völker	NN	Volk
in	APPR	in
vergliedeten	ADJA	vergliedeten
Sätzen	NN	Satz
dachten	VVFIN	denken
und	KON	und
daß	KOUS	dass
,	$,	,
wo	PWAV	wo
die	ART	die
Flexionen	NN	Flexionen
nicht	PTKNEG	nicht
ausreichten	VVFIN	ausreichen
,	$,	,
die	ART	die
Betonung	NN	Betonung
und	KON	und
das	ART	die
lautliche	ADJA	lautlich
Aneinanderschleifen	NN	Aneinanderschleifen
der	ART	die
Wörter	NN	Wort
in	APPR	in
ihrem	PPOSAT	ihr
Anlaut	NN	Anlaut
und	KON	und
Auslaut	NN	Auslaut
dabei	PAV	dabei
ergänzend	ADJD	ergänzend
eintraten	VVFIN	eintreten
,	$,	,
daß	KOUS	dass
also	ADV	also
nicht	PTKNEG	nicht
das	ART	die
Wort	NN	Wort
in	APPR	in
seiner	PPOSAT	sein
Einzelnheit	NN	Einzelnheit
,	$,	,
sondern	KON	sondern
der	ART	die
Satz	NN	Satz
die	ART	die
sprachliche	ADJA	sprachlich
Einheit	NN	Einheit
bildete	VVFIN	bilden
.	$.	.
Unsere	PPOSAT	unser
Grammatiken	NN	Grammatik
beschäfftigen	VVFIN	beschäfftigen
sich	PRF	sich
alle	PIS	alle
mit	APPR	mit
dem	ART	die
Wortaccent	NN	Wortaccent
;	$.	;
es	PPER	es
giebt	VVFIN	giebt
aber	ADV	aber
auch	ADV	auch
einen	ART	eine
Satz	NN	Satz
accent	VVFIN	accent
,	$,	,
mit	APPR	mit
dem	PRELS	die
sich	PRF	sich
jetzt	ADV	jetzt
nur	ADV	nur
noch	ADV	noch
die	ART	die
Declamation	NN	Declamation
beschäfftigt	VVFIN	beschäfftigt
,	$,	,
der	PRELS	die
aber	ADV	aber
gewiss	ADJD	gewiss
in	APPR	in
ältester	ADJA	alt
Zeit	NN	Zeit
ein	ART	eine
wesentliches	ADJA	wesentlich
Bestandtheil	NN	Bestandtheil
der	ART	die
Grammatik	NN	Grammatik
selbst	ADV	selbst
bildete	VVFIN	bilden
–	$(	-
ja	ADV	ja
das	ART	die
Anschleifen	NN	Anschleifen
der	ART	die
Wörter	NN	Wort
im	APPRART	in+die
An	PTKVZ	an
=	$(	=
und	KON	und
Auslaut	NN	Auslaut
ist	VAFIN	sein
noch	ADV	noch
ein	ART	eine
wesentliches	ADJA	wesentlich
Satzmittel	NN	Satzmittel
einer	ART	eine
ganzen	ADJA	ganz
Reihe	NN	Reihe
von	APPR	von
Sprachen	NN	Sprache
,	$,	,
nämlich	ADV	nämlich
der	ART	die
keltischen	ADJA	keltisch
;	$.	;
und	KON	und
die	ART	die
älteste	ADJA	alt
indogermanische	ADJA	indogermanisch
Sprache	NN	Sprache
,	$,	,
die	PRELS	die
wir	PPER	wir
kennen	VVFIN	kennen
,	$,	,
die	ART	die
Sanskritsprache	NN	Sanskritsprache
,	$,	,
schließt	VVFIN	schließen
die	ART	die
Wörter	NN	Wort
im	APPRART	in+die
Satze	NN	Satz
noch	ADV	noch
so	ADV	so
an	PTKVZ	an
einander	PRF	einander
,	$,	,
daß	KOUS	dass
sie	PPER	sie
oft	ADV	oft
nur	ADV	nur
unter	APPR	unter
Schwierigkeit	NN	Schwierigkeit
in	APPR	in
ihrer	PPOSAT	ihr
Getrenntheit	NN	Getrenntheit
schriftlich	ADJD	schriftlich
darstellbar	ADJD	darstellbar
sind	VAFIN	sein
.	$.	.
Aus	APPR	aus
diesen	PDAT	dies
Prämissen	NN	Prämisse
aber	KON	aber
erklärt	VVFIN	erklären
es	PPER	es
sich	PRF	sich
,	$,	,
weshalb	PWAV	weshalb
unsere	PPOSAT	unser
älteren	ADJA	alt
indogermanischen	ADJA	indogermanisch
Sprachen	NN	Sprache
noch	ADV	noch
so	ADV	so
reich	ADJD	reich
an	APPR	an
Flexionen	NN	Flexionen
sind	VAFIN	sein
,	$,	,
und	KON	und
daß	KOUS	dass
wir	PPER	wir
sie	PPER	sie
immer	ADV	immer
ärmer	ADJD	arm
werden	VAFIN	werden
sehen	VVINF	sehen
;	$.	;
daß	KOUS	dass
wie	KOKOM	wie
die	ART	die
Gedanken	NN	Gedanke
an	APPR	an
Inhaltsreichthum	NN	Inhaltsreichthum
wachsen	VVFIN	wachsen
,	$,	,
die	ART	die
Sprachen	NN	Sprache
in	APPR	in
ihrem	PPOSAT	ihr
Flexionsreichthume	NN	Flexionsreichthume
zusammenschrumpfen	VVFIN	zusammenschrumpfen
;	$.	;
daß	KOUS	dass
unsere	PPOSAT	unser
älteren	ADJA	alt
Sprachen	NN	Sprache
in	APPR	in
ihrem	PPOSAT	ihr
Flexionsreichthume	NN	Flexionsreichthume
die	ART	die
einzelnen	ADJA	einzeln
Vorstellungen	NN	Vorstellung
gewissermaßen	ADV	gewissermaßen
in	APPR	in
unmittelbare	ADJA	unmittelbar
Beziehung	NN	Beziehung
,	$,	,
in	APPR	in
weit	ADJD	weit
lebendigere	ADJA	lebendig
Verbindung	NN	Verbindung
zu	APPR	zu
einander	PRF	einander
setzen	VVFIN	setzen
;	$.	;
daß	KOUS	dass
aber	ADV	aber
die	ART	die
neueren	ADJA	neu
Sprachen	NN	Sprache
die	ART	die
Beziehung	NN	Beziehung
losgetrennt	VVFIN	losgetrennt
von	APPR	von
dem	ART	die
übrigen	ADJA	übrig
Vorstellungsinhalte	NN	Vorstellungsinhalte
hinstellen	VVINF	hinstellen
und	KON	und
durch	APPR	durch
die	ART	die
in	APPR	in
eigenen	ADJA	eigen
Wörtern	NN	Wort
ausgesprochene	ADJA	ausgesprochen
Beziehung	NN	Beziehung
erst	ADV	erst
die	ART	die
Möglichkeit	NN	Möglichkeit
gewinnen	VVFIN	gewinnen
aus	APPR	aus
Wörtern	NN	Wort
Sätze	NN	Satz
zu	PTKZU	zu
bilden	VVINF	bilden
,	$,	,
während	KOUS	während
sonst	ADV	sonst
der	ART	die
Satz	NN	Satz
sich	PRF	sich
bildete	VVFIN	bilden
,	$,	,
indem	KOUS	indem
die	ART	die
Wörter	NN	Wort
,	$,	,
welche	PRELS	welche
das	ART	die
Vorgestellte	ADJA	vorgestellt
bezeichneten	ADJA	bezeichnet
,	$,	,
sich	PRF	sich
selbst	ADV	selbst
einander	PRF	einander
durch	APPR	durch
ihre	PPOSAT	ihr
Flexionen	NN	Flexionen
,	$,	,
Betonungen	NN	Betonung
und	KON	und
An-	TRUNC	An-
oder	KON	oder
Auslaut-Accommodationen	NN	Auslaut-Accommodationen
sich	PRF	sich
ohne	APPR	ohne
weiteres	ADJA	weit
zu	APPR	zu
einer	ART	eine
ganzen	ADJA	ganz
Einheit	NN	Einheit
aneinander	ADV	aneinander
schloßen	VVFIN	schloßen
.	$.	.
Die	ART	die
alte	ADJA	alt
Rede	NN	Rede
war	VAFIN	sein
lebendig	ADJD	lebendig
,	$,	,
farbig	ADJD	farbig
,	$,	,
voll	ADJD	voll
frischer	ADJA	frisch
,	$,	,
unmittelbarer	ADJA	unmittelbar
Verbindung	NN	Verbindung
,	$,	,
aber	KON	aber
nur	ADV	nur
durch	APPR	durch
Betonung	NN	Betonung
scharf	ADJD	scharf
und	KON	und
verständig-distinct	NE	verständig-distinct
;	$.	;
die	ART	die
neue	ADJA	neu
ist	VAFIN	sein
verständig	ADJD	verständig
=	$(	=
distinct	ADJD	distinct
auch	ADV	auch
als	KOKOM	als
Schrift	NN	Schrift
ohne	APPR	ohne
Betonung	NN	Betonung
,	$,	,
aber	KON	aber
abstracter	VVFIN	abstracter
,	$,	,
nüchterner	ADJD	nüchtern
;	$.	;
und	KON	und
die	ART	die
lebendige	ADJA	lebendig
Empfindung	NN	Empfindung
rettet	VVFIN	retten
sich	PRF	sich
doch	ADV	doch
in	APPR	in
die	ART	die
Betonung	NN	Betonung
,	$,	,
die	PRELS	die
nur	ADV	nur
noch	ADV	noch
schwache	ADJA	schwach
grammatische	ADJA	grammatisch
,	$,	,
aber	ADV	aber
um	APPR	um
so	ADV	so
mehr	PIAT	mehr
psychologische	ADJA	psychologisch
Bedeutung	NN	Bedeutung
hat	VAFIN	haben
,	$,	,
wie	KOUS	wie
man	PIS	man
am	PTKA	am
deutlichsten	ADJD	deutlich
an	APPR	an
der	ART	die
sprachlich	ADJD	sprachlich
verwüstetsten	ADJA	verwüstetsten
und	KON	und
armseligsten	ADJA	armselig
deutschen	ADJA	deutsch
Mundart	NN	Mundart
,	$,	,
am	APPRART	an+die
Englischen	NN	Englische
deutlich	ADJD	deutlich
sieht	VVFIN	sehen
,	$,	,
die	PRELS	die
gerade	ADV	gerade
in	APPR	in
der	ART	die
lebendigen	ADJA	lebendig
,	$,	,
gemüthvollen	ADJA	gemüthvollen
Betonung	NN	Betonung
ihres	PPOSAT	ihr
Gleichen	NN	Gleiche
sucht	VVFIN	suchen
auf	APPR	auf
der	ART	die
Erde	NN	Erde
,	$,	,
und	KON	und
alle	PIAT	alle
Scalen	NN	Scalen
durchläuft	VVFIN	durchlaufen
gemüthlicher	ADJA	gemüthlicher
Tonfiguren	NN	Tonfigur
,	$,	,
psychologischer	ADJA	psychologisch
Abwandelungen	NN	Abwandelungen
.	$.	.
